name,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat Total,Gula Total,Kalsium (Ca),Besi (Fe),Magnesium (Mg),Fosfor (P),Kalium (K),Natrium (Na),Seng (Zn),Tembaga (Cu),Mangan (Mn),Selenium (Se),Vitamin C,Tiamina (B1),Riboflavin (B2),Niasin,Pantotenat (B5),Vitamin B6,Folat Total (B9),Kolina,Vitamin B12,Vitamin A IU,Vitamin A RAE,Retinol,a-karoten,b-karoten,b-kriptosantin,Likopen,Zeaksantin + Lutein,Vitamin E,Vitamin D,Vitamin D IU,Vitamin K,Lemak Jenuh,Lemak Tunggal,Lemak Ganda,Kolesterol
Kangkung Belacan,"413,06",1909,"24,46","109,85","15,88","236,78","35,5","94,87",1175,"48,82",264,430,1956,"176,733","5,8","1,102","10,531","24,5","284,5","0,381","0,861","6,523","1,244","3,938",312,"49,2","0,41","977,485",672,0,36,542,40,0,733,"18,27",0,0,"87,8","9,258","74,496","18,668",0
Kangkung Belacan,"412,26","1908,87","25,32","110,08","16,61","236,5","34,53","94,67","1174,74","49,66","263,43","430,42","1955,38","175,85","6,44","0,93","9,54","23,99","283,67","0,3","1,67","7,08","1,39","4,89","312,09","49,6","1,0","978,37","672,39","0,05","36,85","541,66","39,42","0,74","733,99","18,5","0,78","0,39","87,71","8,41","74,84","19,58","-0,56"
Kangkung Belacan,"413,06","1909,59","24,87","110,51","14,92","237,7","34,5","95,74","1175,47","48,76","263,24","430,97","1955,92","176,89","6,46","0,43","10,13","24,29","285,24","1,03","1,76","5,69","0,42","4,02","312,33","49,1","1,3","977,07","672,61","-0,78","35,24","541,97","40,94","-0,43","732,78","19,16","0,64","0,97","87,32","9,46","75,49","18,94","0,49"
Kangkung Belacan,"412,73","1908,28","24,15","109,34","15,01","237,25","35,84","94,72","1175,18","49,17","263,15","430,2","1956,63","177,01","5,77","1,96","11,26","24,3","285,41","1,37","0,33","6,44","1,15","4,43","311,84","49,9","0,51","977,06","671,8","0,22","36,82","541,87","39,83","-0,36","733,85","18,66","-0,55","0,88","88,33","9,71","75,09","18,63","0,64"
Kangkung Belacan,"412,69","1908,0","24,95","109,05","15,58","237,43","35,23","95,56","1174,67","48,68","263,18","429,95","1956,0","177,37","5,54","0,32","11,18","24,18","283,68","0,03","1,5","7,42","0,95","3,75","312,69","48,94","0,81","978,34","672,29","0,78","35,51","542,12","39,1","-0,09","733,15","18,8","0,44","-0,94","87,97","9,37","75,19","19,47","0,48"
Kangkung Belacan,"412,13","1909,47","23,51","108,89","16,56","235,96","35,65","95,07","1174,83","49,71","263,09","429,61","1956,58","176,9","5,9","1,48","11,12","24,76","285,24","0,24","1,0","7,4","0,41","3,32","311,15","49,5","0,81","977,43","672,76","0,21","36,75","542,54","40,59","0,28","733,77","18,54","-0,92","-0,33","88,54","9,92","75,22","17,93","0,32"
Kangkung Belacan,"413,41","1909,73","24,83","110,46","16,71","237,29","35,84","95,35","1174,87","49,52","264,65","429,74","1955,99","175,83","4,81","1,57","10,89","24,27","284,16","-0,03","1,64","5,59","1,73","4,77","311,81","48,78","0,72","976,83","671,99","0,81","35,09","542,09","39,65","-0,33","732,46","19,03","-0,88","0,8","87,66","8,49","74,33","18,39","0,25"
Kangkung Belacan,"413,22","1909,62","23,75","108,86","15,9","237,58","35,41","94,99","1175,36","49,38","263,16","430,36","1955,29","175,74","4,87","1,01","9,86","24,15","283,79","1,09","1,33","6,96","0,79","3,61","311,18","48,67","0,55","977,64","671,97","-0,19","35,17","541,94","40,82","0,43","733,25","17,5","-0,95","0,28","87,47","9,88","74,99","19,3","0,05"
Kangkung Belacan,"412,71","1909,49","23,54","109,83","15,23","237,72","36,37","94,07","1174,57","49,46","263,17","430,72","1955,68","175,96","5,81","0,37","10,46","24,63","283,76","-0,19","0,56","5,9","0,32","4,7","311,51","48,41","0,19","978,3","671,01","-0,29","36,38","542,36","40,84","-0,05","733,21","18,09","0,52","0,55","87,74","9,09","73,85","17,97","-0,69"
Kangkung Belacan,"412,67","1908,96","24,48","110,35","16,37","237,58","34,86","93,91","1174,62","48,63","264,04","429,22","1955,92","176,63","6,57","2,07","10,57","25,44","283,52","1,16","0,49","6,39","1,1","4,88","312,81","49,59","0,03","977,36","671,66","0,94","35,66","542,95","39,6","0,2","732,87","18,83","-0,99","0,7","88,62","8,55","74,45","17,99","0,17"
