name,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat Total,Gula Total,Kalsium (Ca),Besi (Fe),Magnesium (Mg),Fosfor (P),Kalium (K),Natrium (Na),Seng (Zn),Tembaga (Cu),Mangan (Mn),Selenium (Se),Vitamin C,Tiamina (B1),Riboflavin (B2),Niasin,Pantotenat (B5),Vitamin B6,Folat Total (B9),Kolina,Vitamin B12,Vitamin A IU,Vitamin A RAE,Retinol,a-karoten,b-karoten,b-kriptosantin,Likopen,Zeaksantin + Lutein,Vitamin E,Vitamin D,Vitamin D IU,Vitamin K,Lemak Jenuh,Lemak Tunggal,Lemak Ganda,Kolesterol
Dalgona Milo,"286,74","448,57","3,78","4,17","0,52","104,72","0,14","105,49","122,81","-0,25","12,99","84,0","137,75","113,59","1,26","-0,53","0,7","3,39","0,87","-0,5","-0,31","-0,47","0,13","0,34","5,9","14,68","1,03","164,57","47,4","46,5","0,51","7,26","0,47","0,48","0,44","0,81","1,21","51,56","-0,62","1,53","1,44","0,06","10,92"
Dalgona Milo,"287,38","449,18","3,41","2,61","1,4","104,27","0,47","105,11","122,76","-0,41","11,41","85,0","136,51","113,85","-0,07","0,66","-0,25","4,94","-0,91","-0,22","0,92","-0,37","-0,45","-0,67","4,79","15,19","1,23","165,11","46,37","45,65","-0,63","6,48","0,26","0,53","0,94","-0,19","0,73","52,96","1,04","1,07","1,59","-0,09","10,77"
Dalgona Milo,"288,63","449,39","3,21","4,1","0,04","104,26","0,14","103,85","122,29","-0,25","12,31","84,47","136,63","114,7","0,69","0,03","0,9","4,65","-0,76","-0,8","0,13","0,75","0,09","0,8","5,88","14,29","1,44","165,79","46,65","46,77","-0,76","7,69","0,76","0,63","0,94","-0,09","1,81","52,47","0,48","2,52","1,08","-0,11","10,22"
Dalgona Milo,"287,56","449,87","3,4","2,97","1,3","104,8","0,8","103,85","122,27","0,53","12,59","85,72","136,65","113,57","1,4","-0,06","0,4","4,15","-0,23","0,92","-0,64","0,6","1,02","-0,5","5,57","14,81","1,37","164,17","46,93","45,28","-0,08","7,25","-0,95","0,16","0,22","-0,51","1,61","52,72","0,49","2,1","1,0","0,01","11,69"
Dalgona Milo,"287,17","449,32","2,52","2,52","1,4","105,55","0,11","105,42","121,41","0,82","11,59","84,51","137,29","113,77","0,19","-0,75","-0,31","4,1","-0,38","0,11","0,12","-0,03","0,89","-0,07","5,7","14,23","-0,3","165,77","46,83","45,82","0,99","7,41","-0,19","0,32","-0,67","-0,88","2,0","52,91","0,86","2,26","-0,04","0,16","11,96"
Dalgona Milo,"288,29","449,61","2,26","2,66","0,23","105,08","0,72","104,31","122,19","-0,54","11,18","85,64","137,76","114,08","0,55","0,36","0,41","4,22","0,18","0,69","-0,69","-0,51","0,22","-0,12","5,1","15,02","1,03","165,12","46,56","46,86","-0,62","7,59","0,49","0,48","0,79","0,42","1,24","52,55","0,91","2,07","1,82","0,4","11,96"
Dalgona Milo,"287,55","448,34","2,91","3,66","1,6","104,9","0,8","103,8","122,31","0,74","12,35","84,5","137,86","113,44","-0,14","0,99","-0,39","3,34","0,01","0,21","0,12","0,48","0,66","0,72","4,85","15,28","-0,05","164,83","47,84","45,26","-0,52","7,13","0,45","0,73","0,22","-0,38","0,76","52,18","0,52","1,77","0,51","0,33","11,69"
Dalgona Milo,"286,92","449,17","3,66","3,8","0,03","104,78","-0,25","105,42","121,54","0,63","12,9","85,74","136,84","114,03","1,38","0,89","-0,72","4,92","0,71","0,51","0,96","0,49","0,33","0,02","5,62","14,86","1,03","164,6","47,35","46,31","-0,02","7,81","0,45","-0,32","-0,12","0,98","2,17","51,9","-0,09","2,27","0,17","0,49","10,82"
Es Boba Brown Sugar,"387,61",62,"3,21","3,31","0,98","4,88",0,"4,88",124,"0,03",13,85,135,117,"0,41","0,055","0,004","3,7",0,"0,047","0,172","0,09","0,38","0,036",5,15,"0,46",165,47,46,0,7,0,0,0,"0,07","1,3",52,"0,3","1,899","0,827","0,198",11
Es Boba Brown Sugar,"387,22","61,77","4,21","2,48","1,57","3,93","0,62","5,0","124,86","0,71","12,22","84,87","134,0","116,16","-0,57","-0,26","-0,04","3,53","0,45","0,6","-0,45","0,45","0,9","-0,13","4,59","14,13","0,65","165,78","46,46","46,9","0,75","6,7","0,08","-0,27","-0,64","0,92","0,92","51,88","-0,53","1,72","1,62","0,3","11,49"
Es Boba Brown Sugar,"387,68","62,9","3,92","3,74","0,61","4,4","0,29","5,08","123,57","-0,36","12,61","84,63","134,31","117,23","-0,48","0,64","0,14","4,16","0,14","-0,2","1,03","-0,35","0,09","-0,37","4,16","15,36","0,28","164,44","46,26","45,51","0,07","7,46","0,32","0,73","0,99","0,59","0,69","52,33","1,06","2,05","1,77","-0,01","11,63"
Es Boba Brown Sugar,"388,18","61,56","3,96","3,42","0,23","5,68","0,83","4,11","124,55","-0,37","13,72","84,86","134,23","116,37","-0,35","-0,58","0,77","4,17","-0,76","-0,6","-0,46","-0,73","-0,04","-0,4","4,04","15,01","0,67","165,84","47,65","45,48","-0,11","6,76","0,03","-0,71","-0,77","-0,82","0,61","52,45","-0,32","1,1","0,92","-0,09","11,04"
Es Boba Brown Sugar,"386,99","62,96","2,62","3,78","1,09","5,82","0,83","4,24","123,59","-0,15","13,52","84,03","134,22","117,11","-0,29","-0,1","-0,27","4,31","0,65","-0,78","0,16","0,09","0,23","0,03","4,5","15,84","0,26","165,67","46,2","45,2","-0,01","6,02","-0,74","-0,61","-0,29","0,4","1,54","51,17","0,98","1,92","1,64","-0,26","10,15"
Es Boba Brown Sugar,"387,78","61,14","3,32","4,15","0,15","5,54","0,38","5,77","123,34","-0,56","13,32","84,01","134,01","117,84","-0,33","0,32","-0,08","4,4","0,98","0,72","0,65","0,82","-0,46","0,37","5,49","14,89","1,0","164,69","47,33","45,05","0,41","7,68","-0,69","0,66","0,88","-0,48","1,13","52,26","0,93","1,6","1,4","-0,66","11,2"
Es Boba Brown Sugar,"388,18","62,12","2,77","3,3","0,37","5,4","-0,5","4,21","124,75","0,5","12,14","85,28","134,27","116,5","1,33","-0,05","-0,9","2,93","0,31","0,05","-0,04","0,68","0,55","0,8","5,98","15,49","0,07","164,43","47,02","45,93","-0,29","6,37","-0,51","0,33","-0,95","0,58","1,12","51,34","0,95","1,52","0,66","0,97","10,21"
Es Boba Brown Sugar,"388,41","61,7","3,02","2,76","0,27","4,1","-0,24","5,13","123,92","-0,78","13,47","84,94","135,56","116,16","-0,05","-0,78","-0,17","4,31","-0,83","-0,23","1,01","-0,52","1,31","-0,77","5,78","14,37","1,25","165,46","47,07","46,15","-0,0","7,69","0,88","-0,2","-0,58","-0,89","1,02","52,1","-0,02","2,47","1,77","-0,33","11,62"
Es Boba Brown Sugar,"387,45","62,12","3,71","3,3","0,85","4,92","-0,38","3,98","124,86","-0,9","12,11","85,85","134,35","116,19","-0,52","0,21","0,88","4,55","-0,06","-0,0","1,06","-0,48","0,64","0,16","5,62","14,66","-0,13","165,51","47,82","46,55","0,67","7,08","-0,12","0,68","0,56","0,93","1,22","52,86","1,13","2,17","0,07","0,92","11,76"
Es Boba Brown Sugar,"387,27","62,03","2,42","3,62","0,77","4,09","-0,78","4,61","124,87","-0,62","13,03","85,35","134,11","116,12","1,14","0,69","-0,34","3,57","0,41","0,5","0,21","0,05","0,8","-0,36","5,72","15,3","0,4","165,5","47,47","45,43","-0,77","6,74","-0,46","-0,79","-0,93","-0,79","0,55","52,22","0,38","2,84","1,16","-0,32","11,51"
