name,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat Total,Gula Total,Kalsium (Ca),Besi (Fe),Magnesium (Mg),Fosfor (P),Kalium (K),Natrium (Na),Seng (Zn),Tembaga (Cu),Mangan (Mn),Selenium (Se),Vitamin C,Tiamina (B1),Riboflavin (B2),Niasin,Pantotenat (B5),Vitamin B6,Folat Total (B9),Kolina,Vitamin B12,Vitamin A IU,Vitamin A RAE,Retinol,a-karoten,b-karoten,b-kriptosantin,Likopen,Zeaksantin + Lutein,Vitamin E,Vitamin D,Vitamin D IU,Vitamin K,Lemak Jenuh,Lemak Tunggal,Lemak Ganda,Kolesterol
Es Buah,"445,1",583,"2,18","0,87","1,7","150,16","4,8","141,84",57,"1,05",49,39,712,34,"0,35","0,236","1,716","2,1","130,7","0,232","0,147","1,575","0,583","0,348",78,26,0,1158,58,0,3,398,589,"1,828",188,"0,53",0,0,"20,8","0,242","0,102","0,259",0
Es Buah,"445,04","582,66","2,88","1,15","1,29","150,34","4,02","142,54","56,13","1,94","49,35","39,0","712,71","34,72","0,2","-0,07","0,79","1,94","131,19","0,58","-0,0","2,39","-0,12","0,78","77,12","25,8","0,68","1157,62","58,03","0,38","2,73","398,9","588,53","2,52","188,64","0,72","0,14","0,34","20,9","0,91","0,23","-0,13","0,21"
Es Buah,"444,73","583,97","2,58","1,65","2,6","149,32","4,48","142,44","56,53","0,19","48,44","38,05","712,07","33,53","0,53","0,52","1,13","1,3","130,18","0,84","0,67","2,17","0,42","0,34","78,6","26,31","-0,54","1157,09","57,09","-0,88","2,56","398,1","588,55","1,15","187,81","0,79","0,66","-0,64","19,97","-0,27","0,51","1,24","0,99"
Es Buah,"444,62","582,98","1,38","1,74","2,47","150,34","5,79","141,33","56,93","1,27","49,49","39,23","712,03","34,93","-0,46","-0,68","1,22","3,03","131,42","1,15","0,13","2,36","0,8","0,82","77,44","25,49","-0,38","1158,28","57,09","0,73","3,59","397,25","589,42","1,7","187,75","0,04","0,62","-0,27","21,7","-0,12","-0,28","0,6","0,87"
Es Buah,"445,7","582,76","1,93","0,75","2,65","149,31","5,78","142,28","56,7","1,76","49,69","38,24","712,03","34,63","-0,52","-0,53","2,51","1,83","130,1","-0,69","0,48","1,76","0,43","-0,33","77,4","25,17","0,99","1158,23","57,93","0,17","3,61","398,19","588,54","1,4","188,01","1,22","0,58","-0,44","20,69","0,16","-0,72","0,97","-0,82"
Es Buah,"444,57","583,47","1,38","1,72","1,48","150,43","5,41","141,22","57,78","1,09","49,77","39,79","712,44","33,46","0,94","0,34","0,77","2,9","130,68","-0,27","0,47","2,52","1,08","0,55","79,0","25,22","-0,33","1158,18","58,99","0,88","2,07","397,88","589,49","2,11","188,17","-0,38","-0,98","0,14","21,51","1,01","-0,28","0,96","0,61"
Es Buah,"445,79","583,84","1,58","1,35","1,88","149,43","5,35","142,34","56,6","1,51","49,7","38,22","712,28","33,76","0,16","0,21","1,87","1,3","131,56","1,05","0,13","2,52","0,69","-0,38","77,56","26,01","-0,96","1157,17","57,27","0,53","2,72","397,9","588,29","1,39","187,34","1,33","-0,89","-0,39","20,8","0,15","-0,65","1,01","0,42"
Es Buah,"444,82","583,45","2,26","0,74","2,13","150,78","4,4","142,55","56,11","0,36","48,29","39,49","711,71","33,41","1,02","0,88","2,59","2,27","131,24","0,2","-0,82","2,2","1,58","-0,16","78,3","25,78","0,69","1158,96","58,03","-0,76","2,74","398,09","588,23","2,21","188,51","1,09","0,11","-0,46","21,6","-0,29","-0,14","-0,4","0,15"
Es Buah,"444,24","583,29","2,18","1,68","1,84","149,68","4,86","141,51","56,03","0,25","48,55","39,85","712,49","33,77","-0,47","0,16","2,1","1,84","130,48","0,47","1,02","1,73","1,43","-0,37","77,82","26,33","-0,39","1157,42","58,9","-0,39","3,03","397,89","588,89","2,26","188,76","1,17","0,08","1,0","21,44","1,04","0,36","-0,37","0,26"
Es Buah,"444,39","583,3","2,23","0,11","2,42","149,83","4,52","141,62","56,88","0,77","49,16","38,68","712,21","33,9","1,05","0,01","0,82","1,27","129,84","0,66","0,5","2,51","-0,29","-0,35","78,55","26,6","-0,98","1158,56","58,8","-0,55","3,21","397,44","588,83","1,68","187,52","1,42","-0,27","-0,79","20,3","0,1","0,54","-0,04","0,54"
