name,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat Total,Gula Total,Kalsium (Ca),Besi (Fe),Magnesium (Mg),Fosfor (P),Kalium (K),Natrium (Na),Seng (Zn),Tembaga (Cu),Mangan (Mn),Selenium (Se),Vitamin C,Tiamina (B1),Riboflavin (B2),Niasin,Pantotenat (B5),Vitamin B6,Folat Total (B9),Kolina,Vitamin B12,Vitamin A IU,Vitamin A RAE,Retinol,a-karoten,b-karoten,b-kriptosantin,Likopen,Zeaksantin + Lutein,Vitamin E,Vitamin D,Vitamin D IU,Vitamin K,Lemak Jenuh,Lemak Tunggal,Lemak Ganda,Kolesterol
Es Kelapa Muda,234.88,394.04,4.25,32.85,2.65,25.64,9.73,13.05,26.11,2.19,43.88,125.91,623.34,47.76,1.89,1.23,2.62,10.15,52.83,0.25,0.67,0.17,1.01,-0.08,46.57,16.96,0.76,5.91,-0.62,0.61,-0.51,1.06,4.7,0.52,15.45,0.41,-0.81,0.82,0.89,29.34,2.24,0.58,0.13
Es Kelapa Muda,234.72,394.82,4.81,33.07,1.2,26.42,9.69,12.02,26.15,1.65,44.51,125.95,624.0,47.3,1.1,1.4,1.87,9.76,52.09,-0.58,1.01,1.36,1.3,-0.29,46.46,16.55,0.55,6.86,-0.23,0.49,-0.86,0.58,4.09,0.25,15.2,-0.0,-0.44,0.15,0.21,29.28,1.53,0.71,0.28
Es Kelapa Muda,233.98,393.26,3.41,32.74,2.48,25.62,9.61,12.47,27.87,3.49,44.63,125.9,624.31,47.39,0.58,-0.2,2.25,10.5,51.17,-0.13,0.73,1.24,-0.28,0.88,45.04,16.78,0.75,6.53,-0.95,0.52,-0.25,1.44,4.73,0.67,14.17,0.9,-0.78,0.93,0.46,30.17,0.76,1.37,-0.51
Es Kelapa Muda,235.14,393.56,4.88,33.27,0.83,25.53,9.89,11.68,26.85,3.24,43.8,126.86,624.38,47.55,0.23,1.1,1.05,11.14,52.67,0.12,0.98,1.0,0.29,0.27,45.59,16.95,0.03,5.59,0.86,-0.32,0.68,1.65,4.82,-0.36,15.15,0.18,0.56,0.22,-0.26,30.44,2.41,1.03,-0.86
Es Kelapa Muda,234.1,394.7,4.08,33.6,0.71,26.21,8.42,11.96,27.18,2.41,44.42,125.83,623.78,46.05,1.7,-0.18,2.43,10.52,51.71,-0.29,0.03,1.36,0.88,-0.08,46.49,16.19,0.72,5.46,0.58,0.14,-0.55,0.85,3.26,0.42,15.0,-0.37,-0.05,-0.7,1.06,29.27,1.19,0.52,0.22
Es Kelapa Muda,233.97,393.92,4.3,34.26,1.4,25.87,8.71,13.14,26.67,2.03,44.68,125.45,624.18,47.09,1.87,0.64,1.81,10.71,51.69,-0.76,-0.3,0.84,-0.26,-0.52,46.28,16.27,0.76,5.88,0.37,-0.69,-0.82,0.3,4.51,-0.34,14.13,-0.38,-0.83,-0.39,0.24,29.39,0.94,0.14,-0.48
Es Kelapa Muda,234.37,394.47,4.19,33.09,1.98,26.62,9.61,11.81,27.76,2.79,44.17,125.06,623.93,46.31,0.53,-0.48,1.1,10.65,52.85,-0.51,-0.41,1.2,0.68,0.25,45.87,16.93,0.63,5.06,-0.71,0.62,-0.6,1.38,3.4,0.47,15.62,0.6,0.36,0.59,-0.54,29.18,1.18,0.25,0.28
Es Kelapa Muda,234.91,393.86,3.91,34.21,1.71,26.55,10.01,13.27,26.75,1.61,44.45,126.71,624.2,46.05,1.23,-0.31,2.46,9.3,51.51,0.55,-0.83,-0.08,0.99,1.05,45.6,17.6,-0.81,6.56,0.05,0.04,0.75,1.55,4.27,0.03,15.81,-0.05,-0.87,-0.0,-0.47,29.06,0.94,0.52,-0.6
Es Kelapa Muda,234.64,394.66,2.99,33.51,1.57,25.65,8.47,11.96,27.63,2.3,43.06,126.78,623.96,46.41,0.26,-0.21,1.28,10.14,51.94,-0.08,-0.03,0.43,1.33,-0.12,46.58,17.07,0.68,5.41,0.74,0.97,0.1,1.99,3.85,0.92,15.59,0.31,-0.46,-0.79,-0.69,29.47,0.69,-0.51,0.83
Es Kelapa Muda,233.51,394.98,3.67,33.17,1.86,25.64,10.24,12.84,27.2,3.13,44.33,126.54,624.06,46.09,0.79,-0.17,0.75,10.25,51.77,0.46,0.97,1.19,0.37,0.22,45.11,17.35,-0.48,6.71,-0.11,0.82,0.19,0.98,3.04,-0.17,14.11,-0.32,-0.14,-0.28,-0.74,29.11,1.32,0.48,0.77
Es Kelapa Muda,233.96,394.1,3.19,32.91,1.54,27.06,9.11,12.99,27.44,1.54,44.91,126.48,623.53,47.69,1.13,1.13,2.41,9.29,51.42,-0.28,-0.92,0.33,0.01,0.36,46.88,17.22,-0.39,5.07,0.9,0.59,-0.98,1.07,3.17,0.4,14.84,0.84,-0.64,0.95,0.47,29.08,1.5,0.45,0.83
Es Kelapa Muda,233.5,394.79,4.31,32.93,1.59,26.42,10.1,11.86,27.55,2.96,44.35,125.77,624.02,47.85,2.13,0.2,1.9,10.33,52.67,0.52,0.91,-0.26,1.14,-0.09,45.17,16.21,0.11,6.01,-0.88,-0.65,0.85,0.48,3.38,0.56,15.16,1.01,0.72,-0.99,-0.71,29.15,1.1,0.07,0.65
Es Kelapa Muda,234.3,394.96,3.09,34.61,1.83,26.99,8.39,12.85,26.22,1.84,44.21,125.87,623.04,46.28,2.09,-0.21,1.03,11.07,52.25,-0.71,0.18,0.52,1.32,0.12,46.82,16.78,-0.48,6.68,-0.49,0.43,-0.16,1.29,3.46,0.12,14.02,-0.33,0.7,-0.15,-0.49,30.62,0.69,0.64,-0.92
Es Kelapa Muda,234.74,394.63,3.07,33.35,1.31,27.12,9.45,13.34,27.52,1.57,44.73,125.05,623.38,47.1,1.9,0.93,0.78,10.35,52.41,-0.47,0.89,0.63,0.42,-0.38,46.81,16.45,0.1,6.05,0.55,-0.91,0.86,1.04,3.57,-0.63,14.68,0.67,0.73,-0.23,0.6,29.93,1.0,-0.42,-0.3
Es Kelapa Muda,234.87,394.83,3.0,32.8,1.87,25.94,9.46,12.43,27.31,1.7,44.6,125.3,624.82,47.7,0.72,0.83,0.88,9.27,52.59,0.31,0.63,0.32,0.49,0.38,46.26,17.46,0.41,5.52,0.26,-0.13,0.31,0.38,4.09,0.06,15.12,1.06,-0.98,-0.66,0.78,30.0,1.2,-0.45,0.92
Es Kelapa Muda,233.84,394.97,3.02,32.75,0.85,27.2,10.09,12.58,26.59,3.17,44.11,125.04,624.6,47.97,0.87,0.29,2.16,10.2,51.51,-0.73,0.12,1.35,-0.1,0.62,45.76,17.61,-0.52,6.5,0.81,-0.17,0.52,0.47,3.37,-0.72,14.7,0.6,-0.66,0.51,0.9,29.24,1.67,0.14,-0.35
Es Kelapa Muda,234.58,393.52,3.15,34.49,0.89,27.05,8.49,13.22,27.32,2.88,44.53,125.69,623.76,47.03,0.21,1.37,0.96,9.71,51.46,0.26,0.18,0.26,0.17,0.85,45.64,16.37,0.23,5.7,0.23,0.15,-0.47,1.31,4.28,0.43,14.35,-0.45,0.19,-0.95,0.0,29.91,1.55,0.8,-0.23
Es Kelapa Muda,233.45,393.08,3.72,34.13,1.56,26.84,10.06,13.01,27.32,2.78,44.5,125.42,624.05,47.88,1.37,0.1,1.28,9.74,51.16,-0.67,-0.38,0.89,0.58,0.87,45.23,17.06,-0.62,6.55,-0.34,-0.62,-0.57,0.31,3.45,-0.61,15.33,0.51,0.72,0.87,-0.67,29.08,2.1,1.12,0.64
Es Kelapa Muda,234.12,394.85,3.51,33.9,2.01,27.09,8.78,12.19,27.59,3.48,44.1,126.77,623.43,47.32,0.36,0.03,2.17,11.18,51.1,-0.17,-0.85,1.58,-0.03,0.83,46.16,17.0,-0.64,6.1,-0.08,0.79,0.57,1.11,4.33,-0.34,14.49,-0.22,0.08,-0.18,0.89,29.23,2.19,-0.22,0.13
Es Kelapa Muda,234.59,393.14,3.12,33.94,2.03,26.03,8.58,12.77,27.74,3.08,43.75,125.82,623.12,46.27,1.42,0.36,2.44,9.64,51.89,-0.11,0.38,0.55,0.95,-0.11,45.46,16.29,-0.37,6.67,0.15,0.62,0.12,0.12,4.12,-0.96,14.07,0.46,-0.96,0.47,0.25,29.16,2.39,1.23,-0.93
Es Kelapa Muda,233.94,393.64,4.02,33.16,0.75,26.13,8.91,12.84,26.29,3.01,43.78,125.5,624.33,47.27,1.57,0.32,2.67,9.3,51.74,-0.85,0.41,-0.09,-0.12,-0.67,46.62,16.63,0.63,5.35,-0.16,0.14,-0.47,1.0,3.14,-0.78,15.46,0.51,-0.72,0.99,0.05,28.83,2.01,0.33,0.09
Es Kelapa Muda,234.62,394.13,3.34,34.02,1.15,25.48,10.03,12.95,27.48,2.13,44.92,125.49,624.22,46.72,1.81,1.33,0.76,10.78,51.01,-0.58,-0.94,1.51,0.18,-0.87,46.38,16.01,0.17,6.46,-0.33,0.05,0.01,0.4,4.84,0.78,14.84,1.15,-0.9,0.74,0.61,29.53,1.49,0.93,-0.19
Es Kelapa Muda,234.05,394.2,4.59,33.53,1.2,25.74,10.09,12.32,26.07,2.28,43.2,125.85,624.29,46.03,1.34,0.81,1.73,9.86,52.41,0.46,0.09,-0.22,1.2,-0.0,45.2,16.01,-0.92,5.87,-0.32,-0.52,-0.07,1.56,3.58,0.78,15.19,0.89,-0.83,0.35,0.14,30.26,2.31,0.81,0.14
Es Kelapa Muda,234.68,393.94,3.0,34.66,1.96,26.39,8.73,12.86,26.21,2.29,43.83,126.04,623.07,46.12,0.81,-0.08,1.36,9.26,52.1,0.13,0.27,1.03,-0.34,0.44,46.97,17.78,0.93,5.08,-0.92,0.94,0.36,0.18,4.92,-0.81,15.52,0.9,0.2,0.26,-0.23,30.71,0.76,-0.09,0.27
Es Kelapa Muda,234.95,394.1,4.66,33.78,1.96,27.28,8.54,12.41,26.42,1.56,43.13,126.64,624.64,46.19,1.14,0.67,2.16,10.22,51.77,0.06,-0.57,0.04,0.71,-0.61,45.12,16.71,0.16,5.07,-0.09,-0.87,0.29,0.34,3.15,0.12,15.15,0.13,0.03,0.16,0.07,28.96,0.79,0.57,-0.38
Es Kelapa Muda,234.58,394.34,3.41,32.86,2.17,26.69,9.64,12.43,27.5,2.02,43.68,126.61,623.2,47.64,1.07,0.53,1.84,9.61,52.43,0.48,0.26,0.41,0.25,-0.4,46.81,16.74,-0.91,5.1,-0.5,0.61,-0.48,1.75,3.69,-0.44,15.2,1.16,0.51,-0.96,-0.31,29.28,0.56,-0.44,-0.14
Es Kelapa Muda,234.58,393.44,4.46,33.89,2.49,25.88,9.71,13.5,27.84,2.57,43.31,125.03,624.67,47.4,1.41,0.16,1.96,9.37,51.51,-0.61,0.63,1.59,0.24,-0.55,45.24,17.09,0.44,5.09,-0.56,0.92,0.81,1.63,3.78,0.62,15.72,0.19,-0.98,0.65,-0.01,29.98,1.67,0.43,0.79
Es Kelapa Muda,234.18,394.76,4.42,34.46,0.93,25.92,8.4,11.94,26.22,1.65,43.39,126.54,623.42,47.33,1.6,0.35,0.76,11.04,51.32,0.38,0.5,1.55,1.05,0.18,45.87,16.64,-0.2,6.59,-0.72,0.3,0.09,0.31,4.31,0.98,15.17,0.59,-0.04,0.75,-0.18,30.31,1.81,0.9,0.91
Es Kelapa Muda,235.06,393.32,3.24,34.73,2.03,26.04,8.91,12.14,27.76,2.13,44.18,125.61,624.16,47.14,0.88,0.62,2.31,10.24,51.46,-0.39,-0.47,1.27,0.94,0.72,46.66,16.2,0.71,6.6,0.54,0.34,0.81,0.14,3.83,0.27,15.37,0.15,-0.61,-0.05,0.75,30.17,0.59,0.59,0.69
Es Kelapa Muda,233.43,393.29,4.32,33.03,2.13,25.69,8.49,12.49,26.38,2.7,44.86,125.31,624.35,47.26,1.51,0.06,1.68,9.29,51.4,-0.59,-0.8,-0.25,-0.03,0.06,46.35,16.21,0.04,5.47,-0.17,-0.3,-0.04,0.98,3.11,0.95,14.4,0.08,-0.29,-0.23,-0.73,29.13,1.02,0.17,-0.69
Es Kelapa Muda,234.21,394.68,4.16,34.04,2.12,26.63,9.44,12.82,26.61,3.34,44.36,126.81,623.37,47.65,1.75,1.0,1.55,10.91,51.29,1.06,-0.21,1.07,0.46,0.57,46.24,17.24,0.12,5.07,-0.31,0.48,0.23,1.26,3.68,0.09,14.57,0.66,-0.53,0.26,-0.37,30.68,2.11,0.48,0.64
Es Kelapa Muda,233.49,393.61,3.3,34.44,0.76,27.15,8.33,12.7,26.69,2.84,44.3,126.95,623.08,46.24,0.78,0.48,1.35,9.28,52.22,0.47,0.1,-0.19,-0.22,0.5,45.17,16.87,0.09,6.05,-0.94,-0.21,-0.41,0.12,3.04,0.42,14.85,1.25,0.78,0.22,0.18,29.07,2.16,-0.52,-0.51
Es Kelapa Muda,233.58,394.43,4.29,32.86,1.96,26.81,9.07,12.52,27.72,2.85,44.92,125.88,624.55,46.86,1.94,0.12,0.77,10.23,52.7,0.08,0.89,0.3,0.65,0.19,46.36,17.99,0.67,6.8,0.94,0.21,-0.89,1.4,4.61,-0.75,15.63,0.42,0.18,0.62,1.03,29.32,1.88,0.59,-0.03
Es Kelapa Muda,234.59,394.65,4.85,33.66,2.0,26.37,10.08,11.84,27.1,2.29,43.42,126.19,624.12,46.06,0.39,0.92,0.79,10.89,51.86,0.8,-0.62,0.04,0.43,-0.16,45.66,17.92,-0.77,6.11,0.4,0.45,-0.35,1.59,3.18,0.22,15.59,1.09,-0.44,-0.61,1.18,30.25,0.92,0.75,0.6
Es Kelapa Muda,233.53,393.09,3.67,33.66,2.38,25.54,8.87,12.92,27.61,2.04,44.77,126.56,624.52,47.91,1.2,-0.24,1.49,9.96,51.75,-0.7,-0.56,-0.3,0.2,0.34,45.82,16.09,0.5,5.02,0.26,-0.14,-0.2,1.96,3.16,-0.48,15.13,0.15,0.48,0.55,0.55,30.04,0.6,0.1,-0.74
Es Kelapa Muda,233.51,393.2,3.5,34.31,1.47,26.56,10.21,11.91,26.52,1.86,44.78,125.92,624.8,46.88,1.39,-0.2,0.88,9.79,52.5,0.88,-0.54,0.13,1.16,1.05,46.65,16.36,-0.73,5.09,0.73,0.12,-0.32,0.72,4.96,-0.28,15.99,0.73,0.33,-0.63,-0.78,29.32,1.17,-0.32,-0.39
Es Kelapa Muda,234.6,394.48,3.09,33.12,1.16,25.55,8.76,12.81,26.52,3.48,44.82,126.62,624.76,47.55,0.33,-0.09,2.39,10.94,52.67,0.99,-0.62,1.22,0.11,0.88,46.04,16.66,-0.16,6.72,-0.68,-0.55,-0.83,1.49,3.19,-0.05,15.17,0.3,0.03,-0.42,0.02,29.65,1.16,1.06,-0.95
Es Kelapa Muda,234.59,394.29,2.91,33.79,0.89,25.51,9.27,11.68,26.5,1.74,44.81,125.85,623.76,47.83,0.18,1.38,1.9,10.01,51.97,0.66,0.75,-0.07,-0.41,0.04,45.95,16.01,0.32,6.36,0.9,0.46,0.61,0.71,3.63,0.06,14.03,0.72,-0.68,0.6,0.53,30.18,2.02,1.21,0.81
Es Kelapa Muda,233.34,394.66,3.0,34.17,1.97,27.09,9.53,13.06,27.09,1.98,44.57,126.45,624.2,46.42,0.74,1.38,2.45,9.45,52.8,0.84,-0.45,0.1,-0.25,1.0,46.44,17.06,-0.07,5.48,0.34,-0.72,0.38,0.24,4.91,0.3,15.63,0.89,0.6,0.14,0.2,29.91,1.96,1.37,0.08
Es Kelapa Muda,234.81,394.7,4.46,33.96,2.63,25.67,9.39,12.35,27.71,2.12,44.18,126.4,623.33,46.27,1.26,0.7,1.47,10.16,52.29,0.93,0.24,1.17,0.76,0.27,45.91,17.74,-0.82,6.85,-0.54,-0.69,0.4,1.65,4.81,0.26,14.53,1.07,0.95,-0.73,0.84,30.21,1.0,-0.21,0.77
Es Kelapa Muda,233.55,394.14,3.23,34.07,2.07,25.47,8.92,12.72,27.69,2.15,44.21,126.78,624.75,46.2,1.17,0.96,2.34,9.24,52.16,0.26,0.59,0.79,-0.5,0.91,46.41,16.68,-0.68,6.79,0.78,-0.78,0.78,0.75,4.42,0.41,14.94,0.58,-0.39,0.3,-0.16,30.47,2.32,1.38,0.26
Es Kelapa Muda,233.8,393.07,3.59,34.34,2.08,27.33,10.19,11.98,26.43,2.09,43.96,126.53,623.16,47.24,1.15,-0.23,1.22,10.74,51.28,-0.44,0.7,0.69,-0.04,0.7,45.41,16.4,-0.83,5.7,0.37,-0.02,0.67,0.41,4.6,0.9,15.47,0.71,-0.68,-0.98,0.74,30.4,1.24,0.0,0.13
Es Kelapa Muda,234.5,393.57,3.75,33.61,1.63,26.57,9.57,11.72,27.26,3.31,43.24,125.78,624.83,47.65,2.02,1.04,2.0,9.52,51.02,-0.66,0.35,0.03,0.34,0.04,46.06,17.3,0.08,6.2,0.77,-0.14,-0.1,1.26,3.46,0.74,15.63,1.38,-0.47,-0.79,0.43,30.26,2.43,-0.52,0.11
Es Kelapa Muda,234.03,393.05,3.15,34.05,0.75,27.02,9.96,13.45,27.01,1.86,43.61,125.5,624.37,46.2,1.38,0.51,1.4,10.56,51.44,0.82,0.55,0.5,0.26,-0.35,46.41,17.48,0.0,6.52,-0.7,-0.4,0.05,0.01,3.91,0.22,14.26,0.75,0.92,-0.87,1.1,29.79,1.77,0.42,0.29
Es Kelapa Muda,235.24,393.89,4.1,33.98,1.22,25.65,9.82,13.39,27.12,3.26,43.82,125.81,624.99,46.13,0.81,0.38,1.16,10.91,52.43,0.94,-0.83,0.46,-0.39,-0.7,46.9,16.31,-0.91,5.12,-0.62,-0.85,-0.66,0.57,4.73,0.39,15.76,-0.18,0.89,-0.87,0.84,29.24,0.58,0.33,-0.83
Es Kelapa Muda,235.03,394.53,3.3,33.18,1.79,26.02,9.89,13.42,26.71,2.37,43.98,126.29,624.87,46.43,0.69,-0.27,2.15,9.72,52.1,-0.34,0.7,0.91,0.95,-0.78,46.69,16.87,0.08,6.52,0.22,0.77,-0.85,0.83,3.66,-0.95,14.94,0.07,0.43,0.56,-0.59,29.44,0.87,0.09,-0.15
Es Kelapa Muda,234.4,394.29,3.26,34.0,1.49,26.08,8.38,13.47,27.39,2.59,44.23,125.41,624.61,46.57,2.05,-0.43,1.12,10.88,51.45,-0.7,-0.79,0.74,0.52,-0.2,45.9,16.7,0.74,6.58,0.43,-0.57,-0.7,1.73,3.22,-0.85,14.58,1.22,0.5,0.91,-0.4,29.44,1.84,0.99,0.13
Es Kelapa Muda,233.53,394.96,4.87,33.77,1.55,26.62,10.21,13.19,26.58,2.82,43.85,125.62,623.4,46.74,1.85,-0.1,2.55,10.32,52.54,-0.02,0.91,-0.29,0.56,-0.09,45.99,16.36,-0.03,6.52,-0.97,0.75,-0.87,1.85,4.67,0.49,15.21,0.21,-0.42,0.03,-0.2,30.46,0.88,0.15,0.58
Es Kelapa Muda,233.57,393.78,3.07,33.5,1.8,26.4,9.07,11.84,26.94,3.0,43.5,126.2,623.75,47.19,1.79,-0.28,1.69,10.42,52.22,0.56,-0.54,-0.34,0.65,0.67,46.76,17.95,-0.48,6.64,-0.05,-0.04,0.2,1.99,4.82,0.13,15.01,0.35,0.96,0.57,-0.77,29.5,1.78,0.16,-0.91
Es Kelapa Muda,234.65,393.15,3.56,34.16,1.48,25.7,9.24,11.79,26.75,2.03,44.76,126.29,623.02,46.65,1.35,0.24,1.67,10.64,52.74,-0.6,0.22,0.22,1.17,-0.25,46.2,17.45,-0.9,5.94,-0.33,0.3,0.27,1.28,4.67,0.63,15.3,0.54,0.98,-0.26,0.97,29.64,0.51,1.09,0.31
Es Kelapa Muda,234.42,394.42,4.85,33.2,2.41,26.89,9.57,13.57,27.3,1.56,43.12,125.69,623.92,46.67,0.29,0.25,1.31,10.84,51.66,0.93,0.99,0.49,-0.43,-0.3,46.93,16.73,0.93,6.03,-0.6,0.07,0.78,0.18,3.94,-0.86,14.86,0.52,-0.05,0.21,0.19,29.66,2.25,1.05,0.83
Es Kelapa Muda,234.84,393.63,3.44,33.7,1.2,26.59,8.85,12.33,26.23,3.4,44.61,126.21,624.73,46.05,1.23,1.18,1.81,10.57,51.27,-0.86,-0.39,1.26,-0.31,0.53,45.09,17.49,0.33,5.17,0.08,-0.33,-0.77,0.38,3.35,0.61,15.7,-0.44,-0.7,-0.82,-0.77,29.69,2.17,-0.46,0.9
Es Kelapa Muda,233.36,393.87,3.74,34.27,1.31,26.5,8.52,12.48,27.61,3.53,43.71,126.54,623.79,47.8,1.28,0.91,1.35,9.29,52.1,0.93,0.13,0.51,1.06,-0.82,46.68,16.53,-0.3,6.57,0.08,-0.73,-0.06,0.94,3.53,-0.11,15.03,0.72,-0.18,-0.02,1.01,29.55,1.58,-0.33,0.74
Es Kelapa Muda,234.74,393.3,3.28,33.17,1.82,26.35,10.1,12.35,27.87,1.8,44.07,126.87,623.3,46.12,1.12,1.29,1.89,10.12,51.69,-0.72,0.21,0.41,0.82,0.51,46.75,17.39,-0.99,6.63,0.12,-0.65,0.4,1.28,3.05,0.95,14.86,0.74,-0.77,0.6,0.05,30.48,0.53,-0.19,0.06
Es Kelapa Muda,234.38,394.2,3.99,33.92,0.8,26.6,10.27,12.46,26.8,2.68,43.31,126.66,624.5,46.63,1.75,0.85,1.25,9.4,51.63,0.27,0.48,1.43,1.12,0.49,46.56,16.77,0.91,5.5,0.89,-0.48,-0.83,0.21,4.6,0.06,14.66,0.45,-0.06,-0.75,0.71,29.09,1.09,-0.43,0.88
Es Kelapa Muda,233.72,394.35,3.42,33.28,0.7,25.59,8.88,12.21,26.29,3.03,43.06,126.35,624.07,47.73,1.42,0.43,1.21,10.43,52.01,0.96,-0.02,0.97,0.95,0.11,45.14,17.8,-0.07,5.53,0.74,0.65,0.74,0.14,3.2,0.38,14.7,1.3,-0.18,0.79,0.36,30.64,2.14,0.3,0.54
Es Kelapa Muda,234.88,394.4,4.51,33.09,1.71,26.04,10.16,11.79,26.17,2.86,43.4,125.51,623.82,46.69,1.11,-0.05,2.25,9.91,52.87,1.03,-0.23,0.64,0.5,0.14,46.02,17.11,-0.46,6.25,0.65,-0.09,-0.76,0.66,3.01,0.88,15.09,0.98,0.81,0.25,-0.03,29.9,0.85,-0.56,0.0
Es Kelapa Muda,234.1,393.86,3.35,34.02,1.32,26.06,9.11,12.62,27.8,3.3,43.56,126.04,624.16,46.91,1.24,0.74,2.57,11.01,51.74,0.86,0.91,-0.0,-0.35,0.8,46.13,16.59,0.67,6.83,-0.83,0.95,0.6,1.6,4.22,0.62,15.33,1.34,0.82,0.16,0.02,29.12,1.31,0.31,0.4
Es Kelapa Muda,234.11,393.61,3.11,34.08,1.44,26.29,9.54,12.87,26.46,1.64,44.28,125.37,623.36,46.3,1.99,-0.04,1.86,9.7,51.87,-0.16,-0.73,0.94,0.97,0.4,45.34,16.38,-0.14,6.14,0.25,0.71,0.23,0.98,3.02,0.25,15.96,-0.22,-0.78,-0.64,1.0,29.13,0.78,-0.58,0.88
Es Kelapa Muda,233.69,393.83,3.83,32.86,2.26,26.2,9.86,11.72,26.67,2.84,44.98,125.15,623.96,47.32,0.92,1.18,0.99,10.17,52.25,-0.46,-0.55,1.47,0.26,-0.52,46.22,16.3,-1.0,6.73,-0.07,0.43,-0.53,0.87,3.75,0.84,15.37,-0.41,-0.15,0.32,0.39,29.97,1.04,-0.43,0.52
