name,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat Total,Gula Total,Kalsium (Ca),Besi (Fe),Magnesium (Mg),Fosfor (P),Kalium (K),Natrium (Na),Seng (Zn),Tembaga (Cu),Mangan (Mn),Selenium (Se),Vitamin C,Tiamina (B1),Riboflavin (B2),Niasin,Pantotenat (B5),Vitamin B6,Folat Total (B9),Kolina,Vitamin B12,Vitamin A IU,Vitamin A RAE,Retinol,a-karoten,b-karoten,b-kriptosantin,Likopen,Zeaksantin + Lutein,Vitamin E,Vitamin D,Vitamin D IU,Vitamin K,Lemak Jenuh,Lemak Tunggal,Lemak Ganda,Kolesterol
Nasi Bebek,401.93,3238.28,80.34,199.77,131.88,387.29,101.44,14.54,3019.71,170.67,1417.13,1893.12,2210.02,541.18,22.53,3.43,81.99,124.56,202.02,1.73,1.63,24.73,1.89,6.39,421.98,131.33,0.18,753.56,452.29,50.17,-0.27,791.32,-0.25,0.3,471.33,20.08,0.49,25.11,21.28,71.26,86.61,25.87,77.0
Nasi Bebek,400.9,3239.47,79.5,199.03,133.6,387.0,102.52,15.46,3019.71,169.41,1417.73,1893.33,2211.02,541.95,22.33,4.16,82.22,124.79,201.41,1.2,2.57,25.37,2.49,5.6,420.88,130.56,0.91,754.44,452.77,50.72,-0.99,790.25,0.91,0.33,472.47,19.75,0.14,26.71,21.88,72.18,85.1,24.78,75.38
Nasi Bebek,402.67,3239.39,80.38,199.21,132.0,386.05,102.87,14.18,3020.95,171.08,1417.14,1893.64,2209.74,541.58,23.79,4.85,81.81,123.53,200.41,0.93,1.59,25.91,2.57,5.7,421.84,131.51,0.0,755.11,451.82,50.7,0.67,790.08,-0.36,0.55,472.71,19.77,1.42,25.47,22.4,72.54,86.59,26.05,75.49
Nasi Bebek,400.96,3239.7,80.27,198.06,133.23,385.62,102.17,14.67,3020.28,170.15,1417.13,1893.95,2210.4,542.35,22.29,3.08,82.13,124.97,200.79,1.28,2.64,26.39,2.49,6.13,420.35,130.38,0.47,755.15,452.42,49.63,0.87,791.15,-0.46,-0.22,472.13,19.4,0.85,25.17,22.24,71.93,85.3,26.12,75.59
Nasi Bebek,402.21,3239.8,79.95,199.31,132.97,385.37,101.65,13.8,3019.15,170.71,1416.1,1894.75,2209.13,541.22,23.44,4.17,82.91,123.74,200.89,2.05,1.96,26.34,1.61,5.65,421.87,132.03,0.3,754.03,451.12,50.6,-0.83,790.28,-0.71,0.15,472.8,19.51,0.77,25.83,21.92,71.75,86.45,26.0,76.29
Nasi Bebek,400.97,3239.2,81.1,198.56,131.95,386.39,102.71,14.23,3020.64,170.73,1417.46,1894.96,2209.6,540.99,23.73,4.65,83.25,124.79,201.83,0.63,2.63,26.12,2.75,5.13,421.7,130.57,1.1,754.34,451.47,49.35,-0.85,791.16,0.37,-0.73,471.43,20.52,0.55,25.98,21.42,71.23,85.82,25.26,75.32
Nasi Bebek,401.57,3239.32,79.65,198.83,132.96,386.25,102.02,15.09,3020.2,169.96,1416.11,1893.77,2209.28,541.43,23.56,4.98,82.86,123.29,201.99,1.59,2.3,25.61,2.12,4.67,420.98,131.68,0.68,754.32,452.39,49.83,0.3,790.16,0.44,-0.71,471.11,19.56,1.06,26.24,22.54,72.41,86.31,25.39,75.69
Nasi Bebek,401.62,3239.91,80.23,197.93,133.18,385.59,102.32,15.3,3019.08,171.17,1417.4,1894.33,2209.39,542.66,22.97,3.49,82.11,124.12,200.34,1.61,1.19,26.01,2.79,6.61,421.38,132.02,0.96,754.22,452.96,49.55,-0.12,791.74,-0.36,0.97,471.96,20.0,0.34,26.2,21.49,72.62,86.47,24.86,76.65
Nasi Bebek,402.69,3239.19,80.56,199.9,131.61,385.89,102.07,13.71,3020.7,171.03,1416.1,1893.26,2209.67,541.02,22.45,3.14,83.03,125.05,201.88,2.47,1.07,26.7,2.87,5.73,421.64,130.85,0.88,754.14,451.37,49.34,-0.29,791.96,-0.61,0.21,471.64,20.85,1.47,26.97,22.05,71.61,85.44,25.28,75.58
Nasi Bebek,400.84,3239.13,79.43,199.42,131.67,386.12,101.51,13.72,3020.0,170.17,1417.6,1893.92,2210.02,541.22,22.37,4.81,83.3,123.77,200.74,0.58,1.09,25.74,2.28,4.79,420.71,131.84,-0.7,755.0,452.77,49.47,0.97,790.7,0.47,-0.98,471.88,20.31,1.52,25.57,22.45,70.84,85.99,25.31,75.39
Nasi Bebek,402.12,3239.63,80.55,199.69,132.89,386.95,102.49,13.62,3020.99,170.51,1417.26,1894.59,2210.77,541.54,23.75,3.52,81.98,124.79,202.14,1.96,2.5,26.56,1.64,5.58,420.82,130.94,1.21,754.05,451.85,49.64,-0.35,790.76,-0.45,0.46,471.9,19.66,0.7,25.24,22.12,71.79,86.07,25.71,75.77
Nasi Bebek,402.29,3239.84,80.98,198.75,132.75,387.33,101.82,15.33,3019.03,171.13,1416.42,1893.8,2210.32,541.9,23.72,3.62,82.51,124.78,200.8,2.01,2.17,24.78,2.42,5.65,421.64,131.09,1.15,754.86,452.35,50.43,-0.77,791.4,0.46,0.45,472.72,20.78,1.45,26.24,21.65,70.78,86.64,24.89,75.03
Nasi Bebek,400.84,3239.88,79.69,199.24,133.33,386.21,101.45,14.49,3020.94,170.21,1417.96,1894.4,2211.04,541.18,24.0,4.88,82.06,124.04,201.5,0.83,1.49,24.87,2.88,6.57,421.32,130.89,-0.29,753.53,451.16,49.93,-0.7,791.82,0.08,0.33,472.02,20.99,1.65,25.48,22.76,72.11,86.59,25.14,75.13
Nasi Bebek,401.1,3238.45,81.3,199.07,133.2,386.51,101.35,13.93,3020.22,169.83,1417.0,1893.0,2209.31,541.72,23.4,4.38,81.75,123.88,200.48,1.66,1.05,26.12,2.7,4.95,421.85,130.5,0.91,753.72,451.05,49.17,-0.62,791.89,-0.79,0.1,471.99,19.1,0.64,26.12,21.67,70.75,85.08,26.04,75.84
Nasi Bebek,401.19,3239.0,79.97,199.65,132.07,385.53,101.39,15.02,3019.04,169.45,1417.8,1894.09,2209.68,541.8,23.77,4.5,82.63,124.32,200.67,2.01,2.25,24.99,2.72,6.29,421.93,131.71,0.17,754.14,451.24,50.39,0.47,791.88,-0.53,-0.47,471.11,19.88,1.12,26.79,23.04,72.68,86.2,25.34,76.99
Nasi Bebek,402.49,3239.72,79.63,199.15,131.7,386.14,102.81,15.13,3020.07,170.24,1416.25,1894.43,2210.9,540.86,23.62,4.1,82.99,125.16,201.64,1.09,1.74,25.11,1.99,4.95,420.67,131.32,-0.21,753.75,452.57,50.65,-0.12,790.75,0.76,0.01,472.37,21.0,0.1,25.05,22.45,71.79,86.05,25.39,75.87
Nasi Bebek,402.76,3239.79,79.4,199.84,132.99,386.25,101.61,13.93,3019.86,171.35,1417.99,1893.3,2209.35,541.16,22.36,3.42,82.53,124.75,202.3,1.9,2.7,26.33,2.14,5.5,420.94,131.65,0.91,753.69,451.24,50.14,-0.62,791.46,0.83,0.43,471.32,20.8,-0.28,26.61,22.95,70.84,86.34,24.31,76.15
Nasi Bebek,402.57,3239.36,79.65,199.89,131.79,386.73,101.09,14.12,3020.95,170.04,1417.35,1893.95,2210.0,541.32,22.63,4.61,81.79,124.96,200.54,0.83,1.94,26.54,1.91,5.36,420.96,130.35,-0.39,753.59,451.62,50.15,-0.38,791.44,-0.0,0.28,471.44,19.83,0.59,26.49,22.5,71.44,86.88,25.26,76.97
Nasi Bebek,402.15,3238.76,80.12,198.77,132.61,385.54,102.09,14.99,3020.53,169.59,1416.49,1894.86,2210.45,542.13,23.82,3.55,82.51,124.03,200.88,1.09,2.54,25.6,2.09,5.07,421.69,131.06,-0.16,755.05,452.77,50.57,0.98,791.3,-0.45,0.89,471.2,21.06,0.39,25.52,21.34,71.68,85.19,25.81,76.87
Nasi Bebek,402.38,3238.02,80.31,198.12,132.7,385.83,101.15,15.25,3020.73,171.24,1417.45,1894.53,2210.62,541.9,23.1,3.63,81.74,123.86,201.47,2.52,2.7,26.0,1.53,6.17,421.89,130.96,-0.54,754.06,451.72,50.76,-0.77,792.0,-0.09,0.91,472.42,20.99,1.39,25.85,23.19,71.75,86.81,24.75,75.68
Nasi Bebek,402.37,3239.85,80.84,198.05,132.44,385.86,101.1,15.22,3020.8,169.86,1417.59,1893.95,2210.59,541.69,22.49,3.4,81.94,123.6,200.98,1.74,2.74,26.34,2.79,5.66,420.98,130.81,0.26,753.99,451.61,50.53,-0.36,791.23,0.58,-0.32,472.67,19.96,1.38,26.02,21.86,71.58,85.55,26.13,76.51
Nasi Bebek,401.32,3239.66,79.99,199.26,133.55,386.28,101.72,14.02,3019.87,169.44,1417.8,1894.38,2210.88,540.89,22.23,4.32,82.98,124.89,200.48,1.1,2.74,25.58,3.28,5.45,421.24,132.3,1.09,754.77,451.03,49.38,-0.25,791.25,0.47,0.13,472.25,20.85,0.64,25.01,22.78,71.22,85.39,25.08,75.31
Nasi Bebek,401.91,3239.63,79.68,199.73,132.35,385.83,101.06,14.55,3020.98,169.9,1417.38,1893.99,2209.41,542.33,23.55,3.47,83.35,125.14,200.91,2.29,2.34,25.07,2.39,5.35,421.54,131.17,0.8,754.93,451.87,49.64,-0.22,791.24,0.25,-0.43,472.98,20.18,1.44,25.98,21.84,70.99,86.9,25.02,76.14
Nasi Bebek,400.84,3239.37,80.6,198.36,132.2,387.01,101.88,15.28,3019.07,170.35,1417.49,1894.33,2210.26,542.74,24.1,4.14,81.48,123.69,201.73,0.75,1.34,26.47,3.01,5.85,421.09,132.25,-0.24,755.24,452.62,49.25,-0.67,790.33,0.28,0.06,472.22,19.59,1.56,26.0,22.02,72.51,86.38,25.66,75.02
Nasi Bebek,401.76,3239.85,79.7,198.44,132.87,386.08,101.97,14.0,3020.52,170.88,1416.82,1893.99,2209.71,541.49,24.13,3.91,82.1,123.81,201.2,1.29,1.08,24.82,1.63,5.67,421.37,130.64,-0.13,753.48,452.01,49.44,-0.49,790.72,-0.78,-0.9,472.41,20.91,1.3,25.71,23.17,72.46,85.8,24.52,75.51
Nasi Bebek,401.93,3239.72,80.48,199.89,132.58,386.64,101.59,15.19,3019.6,170.43,1417.79,1893.41,2210.97,541.39,23.85,3.82,81.85,124.23,201.5,0.75,1.21,24.85,2.49,6.35,420.9,130.33,1.05,753.82,452.0,50.01,0.59,791.61,-0.27,-0.53,471.25,20.77,0.77,26.9,21.52,72.24,86.17,24.74,76.31
Nasi Bebek,402.52,3239.58,79.66,199.35,132.18,385.84,101.77,14.02,3019.06,170.89,1417.29,1893.05,2210.77,542.01,23.14,3.23,81.48,123.7,200.69,2.36,1.4,26.0,1.59,6.59,420.74,132.13,-0.26,754.59,452.07,50.88,0.45,790.6,0.53,-1.0,472.25,19.5,0.34,25.41,21.59,72.64,85.7,25.9,76.99
Nasi Bebek,401.04,3239.96,80.38,199.3,132.4,385.47,102.52,13.66,3020.15,170.02,1417.56,1893.35,2209.94,541.01,24.1,4.85,82.46,125.1,202.04,2.07,2.33,25.8,2.7,5.54,421.75,130.67,0.65,754.65,451.21,50.42,0.95,790.52,-0.77,0.37,472.97,20.67,0.61,26.97,22.08,71.85,85.68,24.99,75.74
Nasi Bebek,402.71,3238.58,80.38,198.35,131.71,386.34,101.97,15.47,3019.75,170.78,1417.7,1893.84,2209.91,540.84,22.46,4.15,81.72,123.9,200.9,0.72,2.58,26.59,2.51,6.65,421.88,130.73,0.98,755.41,451.3,49.61,-0.15,791.23,-0.71,0.69,471.95,19.52,1.49,26.42,22.95,71.16,85.06,25.55,76.43
Nasi Bebek,401.08,3239.44,81.16,199.86,132.16,386.63,102.77,14.48,3020.05,171.28,1416.41,1894.58,2209.69,542.15,23.62,3.35,81.58,123.63,201.4,1.56,1.27,26.19,2.5,4.75,421.78,131.74,1.0,754.62,451.96,49.41,-0.4,791.46,0.67,0.84,471.95,19.85,-0.16,26.7,21.96,71.77,84.99,25.8,76.42
Nasi Bebek,402.11,3238.76,79.38,199.62,131.87,386.75,101.39,15.11,3019.88,169.97,1416.71,1894.94,2209.39,541.86,23.62,4.72,82.51,124.06,202.3,1.3,1.01,24.84,3.27,6.13,420.41,131.46,-0.67,754.2,452.95,50.99,0.0,790.16,0.95,-0.61,471.66,20.08,0.8,25.83,22.46,72.11,85.27,26.14,76.83
Nasi Bebek,402.58,3239.44,81.29,199.81,131.76,385.63,102.61,15.1,3019.21,169.93,1417.57,1893.68,2209.74,542.48,23.77,3.63,82.11,124.04,201.4,2.39,1.19,25.3,2.77,5.98,420.94,131.52,1.14,755.12,451.15,49.44,0.64,790.61,-0.13,0.24,471.29,19.97,1.15,25.71,22.54,72.14,86.04,24.85,76.14
Nasi Bebek,401.33,3239.84,80.63,199.62,132.22,385.88,102.49,14.33,3020.96,170.31,1417.9,1894.72,2209.68,541.16,22.42,3.64,83.27,124.11,201.06,2.45,1.66,25.21,2.27,6.46,421.11,131.51,0.2,755.4,452.43,50.55,0.17,790.61,-0.81,0.34,472.61,20.03,1.2,25.17,21.87,71.24,85.17,25.23,75.53
Nasi Bebek,401.36,3238.12,79.86,199.24,131.79,386.16,102.12,14.87,3019.34,169.46,1417.52,1893.32,2210.68,541.41,22.83,3.19,81.7,123.6,201.96,1.29,2.07,24.97,1.37,4.73,420.95,131.6,-0.66,753.77,452.59,49.97,0.91,791.05,-0.97,-0.59,472.26,19.76,0.3,25.13,21.82,72.02,85.4,25.42,75.71
Nasi Bebek,402.41,3239.85,79.76,198.17,132.89,387.17,101.92,13.74,3020.9,170.83,1417.6,1894.34,2210.5,541.21,23.93,4.94,82.42,124.23,201.74,1.41,2.33,25.6,2.89,5.68,421.57,131.75,0.08,754.48,452.4,50.67,0.18,790.9,0.54,0.44,471.93,19.61,0.88,25.32,22.76,72.72,85.74,24.71,76.52
Nasi Bebek,401.44,3239.42,80.39,199.05,133.1,386.21,102.71,15.16,3020.07,169.99,1417.93,1893.22,2210.03,542.4,22.94,3.98,82.41,125.03,200.7,1.96,1.26,24.74,2.58,5.15,421.74,131.92,0.61,755.26,451.65,50.07,-0.14,791.59,0.52,0.34,471.71,20.35,0.21,26.63,22.86,72.07,85.74,24.2,75.29
Nasi Bebek,400.8,3238.58,80.37,197.98,133.53,386.57,102.26,15.18,3020.53,169.77,1416.02,1893.01,2211.03,542.17,24.04,3.42,82.11,123.54,201.22,1.94,1.56,26.5,2.82,5.91,420.79,131.23,1.15,754.27,451.69,50.29,-0.6,791.51,0.46,0.82,472.89,20.71,0.83,25.79,22.13,72.37,85.49,24.69,76.33
Nasi Bebek,401.39,3239.08,80.76,198.59,133.33,386.87,102.48,13.86,3019.27,170.0,1416.6,1893.48,2209.4,542.47,22.9,3.84,82.6,124.92,200.93,1.63,1.22,26.25,2.97,6.62,421.86,132.08,0.12,754.38,452.01,50.51,0.52,791.03,-0.57,0.81,472.22,20.89,0.64,26.19,23.15,71.59,86.2,25.86,76.52
Nasi Bebek,401.39,3238.97,80.47,198.15,132.76,386.31,102.88,15.32,3019.02,170.17,1416.08,1894.22,2210.56,542.51,23.96,4.51,83.25,123.37,201.88,1.59,2.85,26.63,1.55,6.54,420.39,132.18,-0.59,754.31,452.04,50.16,-0.88,791.14,0.04,-0.39,471.8,19.37,1.16,26.31,22.85,71.92,85.85,25.19,76.64
Nasi Bebek,400.8,3238.4,79.49,199.24,132.61,385.7,102.32,15.46,3020.77,170.88,1417.66,1893.11,2210.75,541.07,23.34,4.35,82.03,124.87,200.41,0.84,2.92,26.15,1.54,5.15,420.1,131.17,0.96,754.46,451.65,49.56,0.22,791.8,-0.38,0.63,472.66,20.66,0.93,26.38,21.76,71.55,86.16,25.77,75.36
Nasi Bebek,402.16,3239.44,80.98,199.88,133.38,386.94,102.6,15.21,3019.43,169.39,1416.96,1894.96,2209.94,540.82,23.64,3.57,82.16,123.6,201.93,1.33,2.22,26.05,3.23,6.31,420.85,131.15,-0.66,754.82,452.14,49.03,-0.71,791.91,0.2,0.99,472.41,19.72,1.52,25.45,23.16,72.56,85.31,25.77,75.93
Nasi Bebek,402.59,3238.27,80.57,199.46,133.48,386.38,101.75,15.11,3019.02,171.04,1417.07,1894.92,2210.27,540.95,22.62,4.85,82.24,124.18,200.4,1.02,1.77,25.71,1.95,5.0,420.01,131.16,-0.62,753.97,451.62,49.32,-0.62,791.58,0.07,0.71,473.0,20.9,-0.28,25.82,21.44,70.85,86.91,26.0,75.73
Nasi Bebek,401.33,3238.2,79.42,199.75,132.36,386.2,101.14,15.41,3020.61,170.32,1417.62,1893.24,2209.19,541.18,24.18,4.6,82.97,123.4,200.74,1.01,1.92,25.53,2.87,5.98,421.79,130.78,-0.51,754.15,451.4,50.1,-0.01,791.38,0.79,0.45,472.73,20.77,0.38,25.46,21.52,72.07,85.85,24.99,75.52
Nasi Bebek,402.71,3238.69,80.66,198.94,132.01,386.71,102.27,13.87,3020.46,170.43,1417.62,1893.6,2210.98,542.16,23.03,4.03,82.15,125.02,201.6,1.36,2.93,26.16,2.96,6.2,421.21,131.11,-0.52,754.37,451.08,49.08,0.6,790.24,0.62,0.33,471.12,20.02,0.58,25.56,22.84,70.95,85.93,24.35,75.64
Nasi Bebek,402.4,3238.22,79.4,198.2,133.27,385.86,101.9,15.02,3019.49,170.82,1417.67,1894.23,2209.27,542.59,22.86,3.05,82.24,123.91,201.83,1.54,1.49,25.58,2.37,5.01,420.43,131.09,0.65,753.93,451.28,49.72,0.42,790.71,0.6,-0.71,471.73,21.01,1.46,26.93,21.29,71.17,85.6,25.57,75.77
Nasi Bebek,401.0,3239.65,80.7,199.12,132.51,385.98,102.15,13.98,3020.49,170.74,1417.04,1894.2,2210.45,542.47,23.32,4.36,82.72,125.17,200.32,1.65,1.6,24.93,2.18,6.51,421.29,131.01,-0.15,754.11,451.07,49.45,0.96,791.5,0.19,0.56,471.02,20.64,0.42,25.03,22.06,72.47,85.35,24.66,75.27
Nasi Bebek,401.25,3239.32,79.77,199.64,131.62,385.45,101.77,13.63,3020.3,170.54,1417.3,1894.52,2211.04,542.72,23.97,4.3,83.07,123.69,201.32,0.68,1.08,26.45,1.52,5.51,421.29,130.83,-0.3,753.82,452.48,49.44,-0.4,790.71,0.53,0.16,471.77,19.35,1.07,26.37,22.25,72.32,86.46,25.16,75.18
Nasi Bebek,402.1,3239.12,79.47,199.24,133.42,387.07,101.29,15.45,3020.98,170.49,1417.14,1893.55,2209.25,542.13,23.55,3.29,83.08,124.75,200.35,1.22,2.13,26.52,2.1,6.04,420.6,132.25,1.21,754.27,452.98,49.51,-0.23,790.22,-0.09,0.25,472.3,20.53,0.2,26.93,22.76,71.47,85.89,24.38,76.86
Nasi Bebek,400.93,3239.74,79.52,199.19,132.57,386.55,101.17,14.99,3020.03,170.34,1416.14,1894.54,2209.25,542.33,22.36,4.38,82.32,124.36,200.46,1.34,2.65,26.16,3.28,5.54,420.06,130.86,-0.17,754.68,452.39,50.03,0.58,790.1,-0.01,-0.85,472.23,19.85,0.09,25.86,21.41,71.25,86.08,25.75,76.32
Nasi Bebek,401.27,3239.64,80.07,199.57,131.95,385.86,102.4,13.81,3019.82,171.13,1416.88,1894.52,2210.96,542.61,22.4,3.83,81.53,124.96,201.9,2.18,2.78,26.73,2.8,5.8,421.02,131.59,0.15,753.83,451.61,50.43,-0.67,791.31,-0.94,-0.89,472.79,19.13,0.73,26.83,22.67,71.24,85.19,24.92,76.04
Nasi Bebek,401.73,3238.97,80.01,198.0,132.46,385.92,103.0,15.4,3020.55,169.51,1417.06,1894.3,2211.01,542.23,22.45,4.16,82.76,123.41,201.68,1.66,1.47,25.27,1.5,5.02,420.92,131.89,-0.36,755.22,451.76,49.73,0.89,790.91,0.87,-0.83,472.0,20.47,-0.29,25.33,22.74,70.82,85.0,25.13,75.42
Nasi Bebek,401.06,3238.92,79.46,198.68,132.24,387.29,101.37,15.08,3020.56,169.66,1417.39,1893.49,2210.57,540.84,22.23,4.54,82.6,124.45,201.69,1.78,1.05,24.91,2.3,5.86,420.73,131.84,1.04,755.4,451.04,50.54,0.55,790.79,-0.2,-0.19,472.09,20.49,-0.23,25.68,21.61,71.91,86.48,25.79,75.65
Nasi Bebek,401.44,3238.91,80.14,199.22,133.44,385.9,101.98,14.36,3019.07,170.54,1416.09,1893.55,2210.35,541.37,23.84,4.05,82.89,124.45,201.06,1.79,2.29,26.02,1.75,4.72,420.04,131.31,0.39,755.34,452.61,50.0,-0.29,791.39,-0.64,0.54,472.4,19.86,0.18,26.84,23.15,71.49,86.38,25.14,75.84
Nasi Bebek,402.73,3238.48,81.23,198.77,132.11,386.39,102.25,14.09,3020.55,171.28,1417.65,1893.68,2209.42,542.65,24.08,3.35,82.67,123.37,200.32,0.64,2.08,25.41,2.88,5.78,421.42,130.47,1.06,754.14,452.86,49.38,0.75,791.73,-0.03,0.05,471.34,20.8,1.04,26.55,22.69,71.0,86.21,25.82,75.2
Nasi Bebek,401.9,3239.32,80.97,197.95,133.27,387.19,102.26,15.39,3020.36,170.9,1417.01,1893.57,2210.34,542.0,22.89,4.33,81.85,124.92,201.51,0.94,2.46,26.42,1.64,5.34,421.17,130.97,-0.65,755.09,452.7,50.02,0.28,791.91,0.12,0.98,472.73,20.12,-0.17,25.07,21.95,71.13,86.06,25.1,76.48
Nasi Bebek,400.82,3238.9,80.05,198.32,131.8,387.18,101.48,13.68,3019.43,171.29,1416.31,1894.55,2210.31,542.01,23.39,3.2,82.6,124.17,200.9,2.39,1.88,24.75,3.05,6.25,420.3,130.96,-0.37,754.43,451.77,49.0,0.69,791.35,0.94,0.27,471.81,19.29,1.25,25.56,22.6,71.07,85.31,25.84,75.36
Nasi Bebek,401.52,3238.24,80.27,198.0,132.05,386.64,102.2,15.28,3019.17,171.08,1416.41,1893.7,2210.72,541.41,23.18,4.27,81.73,124.09,201.27,0.71,2.38,25.23,1.93,5.17,420.91,131.77,0.04,754.83,451.32,49.31,0.77,791.56,-0.7,-0.84,472.01,19.98,1.47,25.09,21.96,72.3,85.36,25.87,75.5
Nasi Bebek,401.37,3238.28,81.28,199.11,132.16,387.3,102.12,15.05,3020.44,170.2,1416.91,1893.02,2210.58,542.0,23.34,4.35,82.33,123.89,201.55,2.47,1.72,26.04,2.61,4.79,420.12,131.28,0.7,753.58,451.13,50.73,-0.65,790.72,-0.89,0.8,471.07,19.3,0.16,25.94,22.71,71.1,85.33,24.82,75.54
Nasi Bebek,402.52,3239.61,79.9,198.34,133.55,385.88,101.91,13.56,3020.61,169.99,1416.52,1893.27,2210.57,542.72,22.58,4.2,82.95,124.41,202.16,1.84,1.47,25.59,1.37,4.94,421.4,130.86,0.6,754.47,452.39,50.65,-0.43,790.28,0.62,-0.01,471.15,19.29,1.36,25.11,22.6,72.71,86.57,25.58,76.02
Nasi Bebek,401.21,3239.78,81.33,197.98,132.99,387.22,102.83,15.19,3019.74,169.75,1416.54,1893.23,2211.05,540.76,23.19,3.44,83.37,124.94,200.49,1.71,2.3,25.38,3.12,6.03,421.87,130.93,-0.42,754.25,451.23,50.36,-0.05,790.43,0.36,0.11,472.7,20.98,1.34,25.89,22.93,71.78,86.02,25.38,76.73
Nasi Bebek,402.26,3239.56,80.2,198.06,132.4,386.44,101.72,14.45,3019.66,169.55,1416.03,1893.29,2209.18,541.75,22.65,3.43,82.06,123.66,201.59,2.32,2.01,25.13,1.63,5.39,420.18,131.53,0.15,754.4,452.74,49.87,0.32,790.57,-0.29,-0.69,472.16,19.51,0.47,26.03,22.31,71.48,86.76,26.06,75.53
