1,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mentega, asin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"79,79",98,"11,12","4,30","1,41","3,38",-,"2,67",83,"0,07",8,159,104,364,"0,40","0,029","0,002","9,7",-,"0,027","0,163","0,099","0,557","0,046",12,18,"0,43","Keju, cottage, krim, dadih besar atau kecil",140,37,36,-,12,-,-,-,"0,08","0,1",3,-,"1,718","0,778","0,123","17,00",USDA
13,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, cottage, krim, dengan buah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"79,64",97,"10,69","3,85","1,20","4,61","0,2","2,38",53,"0,16",7,113,90,344,"0,33","0,040","0,003","7,7","1,4","0,033","0,142","0,150","0,181","0,068",11,18,"0,53","Keju, cottage, krim, dengan buah",146,38,37,-,14,-,-,-,"0,04",-,-,"0,4","2,311","1,036","0,124","13,00",USDA
14,1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, cottage, tanpa lemak, tanpa dadih, dikeringkan, besar atau kecil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81,01",72,"10,34","0,29","1,71","6,66",-,"1,85",86,"0,15",11,190,137,372,"0,47","0,030","0,022","9,4",-,"0,023","0,226","0,144","0,446","0,016",9,18,"0,46","Keju, cottage, tanpa lemak, tanpa dadih, dikeringkan, besar atau kecil",8,2,2,-,-,-,-,-,"0,01",-,-,-,"0,169","0,079","0,003","7,00",USDA
15,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, cottage, lemak rendah, lemak susu 2%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81,24",81,"10,45","2,27","1,27","4,76",-,"4,00",111,"0,13",9,150,125,308,"0,51","0,033","0,015","11,9",-,"0,020","0,251","0,103","0,524","0,057",8,16,"0,47","Keju, cottage, lemak rendah, lemak susu 2%",225,68,68,-,6,-,-,-,"0,08",-,-,-,"1,235","0,516","0,083","12,00",USDA
16,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, cottage, lemak rendah, lemak susu 1%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"82,48",72,"12,39","1,02","1,39","2,72",-,"2,72",61,"0,14",5,134,86,406,"0,38","0,028","0,003","9,0",-,"0,021","0,165","0,128","0,215","0,068",12,18,"0,63","Keju, cottage, lemak rendah, lemak susu 1%",41,11,11,-,3,-,-,-,"0,01",-,-,"0,1","0,645","0,291","0,031","4,00",USDA
17,1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, krim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52,62",350,"6,15","34,44","1,27","5,52",-,"3,76",97,"0,11",9,107,132,314,"0,50","0,018","0,011","8,6",-,"0,023","0,230","0,091","0,517","0,056",9,27,"0,22","Keju, krim",1.111,308,303,1,59,2,-,7,"0,86",-,-,"2,1","20,213","8,907","1,483","101,00",USDA
18,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, edam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41,56",357,"24,99","27,80","4,22","1,43",-,"1,43",731,"0,44",30,536,188,812,"3,75","0,036","0,011","14,5",-,"0,037","0,389","0,082","0,281","0,076",16,15,"1,54","Keju, edam",825,243,242,-,11,-,-,-,"0,24","0,5",20,"2,3","17,572","8,125","0,665","89,00",USDA
19,1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, feta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"55,22",264,"14,21","21,28","5,20","4,09",-,"4,09",493,"0,65",19,337,62,917,"2,88","0,032","0,028","15,0",-,"0,154","0,844","0,991","0,967","0,424",32,15,"1,69","Keju, feta",422,125,125,-,3,-,-,-,"0,18","0,4",16,"1,8","14,946","4,623","0,591","89,00",USDA
20,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, fontina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37,92",389,"25,60","31,14","3,79","1,55",-,"1,55",550,"0,23",14,346,64,800,"3,50","0,025","0,014","14,5",-,"0,021","0,204","0,150","0,429","0,083",6,15,"1,68","Keju, fontina",913,261,258,-,32,-,-,-,"0,27","0,6",23,"2,6","19,196","8,687","1,654","116,00",USDA
21,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, gjetost",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,44",466,"9,65","29,51","4,75","42,65",-,-,400,"0,52",70,444,1.409,600,"1,14","0,080","0,040","14,5",-,"0,315","1,382","0,813","3,351","0,271",5,-,"2,42","Keju, gjetost",1.113,334,334,-,-,-,-,-,-,-,-,-,"19,160","7,879","0,938","94,00",USDA
22,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, gouda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41,46",356,"24,94","27,44","3,94","2,22",-,"2,22",700,"0,24",29,546,121,819,"3,90","0,036","0,011","14,5",-,"0,030","0,334","0,063","0,340","0,080",21,15,"1,54","Keju, gouda",563,165,164,-,10,-,-,-,"0,24","0,5",20,"2,3","17,614","7,747","0,657","114,00",USDA
23,1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, gruyere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33,19",413,"29,81","32,34","4,30","0,36",-,"0,36",1.011,"0,17",36,605,81,714,"3,90","0,032","0,017","14,5",-,"0,060","0,279","0,106","0,562","0,081",10,15,"1,60","Keju, gruyere",948,271,268,-,33,-,-,-,"0,28","0,6",24,"2,7","18,913","10,043","1,733","110,00",USDA
24,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, limburger",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48,42",327,"20,05","27,25","3,79","0,49",-,"0,49",497,"0,13",21,393,128,800,"2,10","0,021","0,038","14,5",-,"0,080","0,503","0,158","1,177","0,086",58,15,"1,04","Keju, limburger",1.155,340,339,-,15,-,-,-,"0,23","0,5",20,"2,3","16,746","8,606","0,495","90,00",USDA
25,1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, monterey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41,01",373,"24,48","30,28","3,55","0,68",-,"0,50",746,"0,72",27,444,81,600,"3,00","0,032","0,011","14,5",-,"0,015","0,390","0,093","0,210","0,079",18,15,"0,83","Keju, monterey",769,198,192,-,78,-,-,-,"0,26","0,6",22,"2,5","19,066","8,751","0,899","89,00",USDA
26,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, mozzarella, susu murni",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50,01",300,"22,17","22,35","3,28","2,19",-,"1,03",505,"0,44",20,354,76,627,"2,92","0,011","0,030","17,0",-,"0,030","0,283","0,104","0,141","0,037",7,15,"2,28","Keju, mozzarella, susu murni",676,179,174,-,57,-,-,-,"0,19","0,4",16,"2,3","13,152","6,573","0,765","79,00",USDA
27,1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, mozzarella, susu murni, kelembaban rendah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"48,38",318,"21,60","24,64","2,91","2,47",-,"1,01",575,"0,20",21,412,75,710,"2,46","0,022","0,009","16,1",-,"0,016","0,270","0,094","0,071","0,062",8,15,"0,73","Keju, mozzarella, susu murni, kelembaban rendah",745,197,192,-,63,-,-,-,"0,21","0,5",18,"2,5","15,561","7,027","0,778","89,00",USDA
28,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, mozzarella, sebagian susu skim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53,78",254,"24,26","15,92","3,27","2,77",-,"1,13",782,"0,22",23,463,84,619,"2,76","0,025","0,010","14,4",-,"0,018","0,303","0,105","0,079","0,070",9,15,"0,82","Keju, mozzarella, sebagian susu skim",481,127,124,-,41,-,-,-,"0,14","0,3",12,"1,6","10,114","4,510","0,472","64,00",USDA
29,1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, mozzarella, kelembaban rendah, sebagian skim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47,07",295,"23,75","19,78","3,83","5,58",-,"1,90",697,"0,22",27,548,188,666,"3,62","0,033","0,039","27,6",-,"0,024","0,353","0,111","0,429","0,100",27,14,"1,68","Keju, mozzarella, kelembaban rendah, sebagian skim",829,223,223,-,51,-,-,-,"0,50","0,4",15,"1,3","11,295","5,741","1,019","64,00",USDA
30,1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, muenster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41,77",368,"23,41","30,04","3,66","1,12",-,"1,12",717,"0,41",27,468,134,628,"2,81","0,031","0,008","14,5",-,"0,013","0,320","0,103","0,190","0,056",12,15,"1,47","Keju, muenster",1.012,298,297,-,13,-,-,-,"0,26","0,6",22,"2,5","19,113","8,711","0,661","96,00",USDA
31,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, neufchatel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"63,11",253,"9,15","22,78","1,37","3,59",-,"3,19",117,"0,13",10,138,152,334,"0,82","0,027","0,011","3,0",-,"0,022","0,155","0,210","0,575","0,041",14,-,"0,30","Keju, neufchatel",841,241,239,-,27,-,-,-,"0,40",-,-,"1,7","12,790","5,784","0,970","74,00",USDA
32,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, parmesan, parut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22,65",420,"28,42","27,84","7,18","13,91",-,"0,07",853,"0,49",34,627,180,1.804,"4,20","0,040","0,071","34,4",-,"0,026","0,358","0,080","0,450","0,081",6,14,"1,40","Keju, parmesan, parut",974,262,255,-,73,-,-,-,"0,53","0,5",21,"1,7","15,371","7,130","1,386","86,00",USDA
33,1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, parmesan, keras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29,16",392,"35,75","25,83","6,04","3,22",-,"0,80",1.184,"0,82",44,694,92,1.376,"2,75","0,032","0,020","22,5",-,"0,039","0,332","0,271","0,453","0,091",7,15,"1,20","Keju, parmesan, keras",781,207,201,-,66,-,-,-,"0,22","0,5",19,"1,7","16,410","7,515","0,569","68,00",USDA
34,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, port de salut",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"45,45",352,"23,78","28,20","2,00","0,57",-,"0,57",650,"0,43",24,360,136,534,"2,60","0,022","0,011","14,5",-,"0,014","0,240","0,060","0,210","0,053",18,15,"1,50","Keju, port de salut",1.092,315,313,-,29,-,-,-,"0,24","0,5",21,"2,4","16,691","9,338","0,729","123,00",USDA
35,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, provolon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"40,95",351,"25,58","26,62","4,71","2,14",-,"0,56",756,"0,52",28,496,138,876,"3,23","0,026","0,010","14,5",-,"0,019","0,321","0,156","0,476","0,073",10,15,"1,46","Keju, provolon",880,236,230,-,68,-,-,-,"0,23","0,5",20,"2,2","17,078","7,393","0,769","69,00",USDA
36,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, ricotta, susu murni",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"71,70",174,"11,26","12,98","1,02","3,04",-,"0,27",207,"0,38",11,158,105,84,"1,16","0,021","0,006","14,5",-,"0,013","0,195","0,104","0,213","0,043",12,18,"0,34","Keju, ricotta, susu murni",445,120,117,-,33,-,-,-,"0,11","0,2",10,"1,1","8,295","3,627","0,385","51,00",USDA
37,1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, ricotta, sebagian susu skim",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74,41",138,"11,39","7,91","1,15","5,14",-,"0,31",272,"0,44",15,183,125,99,"1,34","0,034","0,010","16,7",-,"0,021","0,185","0,078","0,242","0,020",13,16,"0,29","Keju, ricotta, sebagian susu skim",384,107,105,-,20,-,-,-,"0,07","0,1",6,"0,7","4,927","2,314","0,260","31,00",USDA
38,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, romano",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30,91",387,"31,80","26,94","6,72","3,63",-,"0,73",1.064,"0,77",41,760,86,1.433,"2,58","0,030","0,020","14,5",-,"0,037","0,370","0,077","0,424","0,085",7,15,"1,12","Keju, romano",415,96,90,-,69,-,-,-,"0,23","0,5",20,"2,2","17,115","7,838","0,593","104,00",USDA
39,1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, roquefort",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39,38",369,"21,54","30,64","6,44","2,00",-,-,662,"0,56",30,392,91,1.809,"2,08","0,034","0,030","14,5",-,"0,040","0,586","0,734","1,731","0,124",49,-,"0,64","Keju, roquefort",1.047,294,290,-,-,-,-,-,-,-,-,-,"19,263","8,474","1,320","90,00",USDA
40,1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, swiss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37,63",393,"26,96","30,99","2,97","1,44",-,-,890,"0,13",33,574,72,187,"4,37","0,047","0,026","30,0",-,"0,011","0,302","0,064","0,353","0,071",10,16,"3,06","Keju, swiss",1.047,288,283,1,61,2,1,8,"0,60",-,-,"1,4","18,227","8,046","1,341","93,00",USDA
41,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, tilsit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42,86",340,"24,41","25,98","4,87","1,88",-,-,700,"0,23",13,500,65,753,"3,50","0,026","0,013","14,5",-,"0,061","0,359","0,205","0,346","0,065",20,-,"2,10","Keju, tilsit",1.045,249,236,-,-,-,-,-,-,-,-,-,"16,775","7,136","0,721","102,00",USDA
42,1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, proses pasteurisasi, Amerika, diperkaya dengan vitamin D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39,61",366,"18,13","30,71","6,78","4,78",-,"2,26",1.045,"0,63",26,641,132,1.671,"2,49","0,046","0,041","20,2",-,"0,015","0,234","0,076","0,403","0,054",8,19,"1,50","Keju, proses pasteurisasi, Amerika, diperkaya dengan vitamin D",1.131,317,313,-,49,7,-,21,"0,80","7,5",301,"3,7","18,057","8,236","1,286","100,00",USDA
43,1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, proses pasteurisasi, bumbu cengkeh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"39,08",375,"22,13","31,20","5,84","1,73","0,1","0,62",614,"0,42",22,744,162,915,"2,98","0,033","0,016","14,5","2,3","0,027","0,354","0,078","0,485","0,071",8,35,"0,70","Keju, proses pasteurisasi, bumbu cengkeh",1.03,244,231,12,150,-,-,18,"0,29","0,5",22,"2,9","19,663","8,937","0,988","94,00",USDA
44,1044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Keju, proses pasteurisasi, swiss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42,31",334,"24,73","25,01","5,85","2,10",-,"1,23",772,"0,61",29,762,216,1.37,"3,61","0,027","0,014","15,9",-,"0,014","0,276","0,038","0,260","0,036",6,36,"1,23","Keju, proses pasteurisasi, swiss",746,198,192,-,63,-,-,-,"0,34","0,5",18,"2,2","16,045","7,046","0,622","85,00",USDA
45,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Makanan keju, paket dingin, Amerika",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43,12",331,"19,66","24,46","4,44","8,32",-,-,497,"0,84",30,400,363,966,"3,01","0,030","0,010","16,2",-,"0,030","0,446","0,074","0,977","0,141",5,-,"1,28","Makanan keju, paket dingin, Amerika",705,-,-,-,-,-,-,-,-,-,-,-,"15,355","7,165","0,719","64,00",USDA
46,1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Makanan keju, proses pasteurisasi, Amerika, vitamin D diperkaya",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44,00",330,"16,86","25,63","4,96","8,56",-,"5,59",682,"0,26",27,438,255,1.284,"2,31","0,034","0,025","19,6",-,"0,035","0,360","0,155","0,855","0,102",7,36,"1,33","Makanan keju, proses pasteurisasi, Amerika, vitamin D diperkaya",761,201,196,-,65,-,-,-,"0,63","2,5",102,"3,4","15,057","6,846","1,049","98,00",USDA
47,1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Makanan keju, proses pasteurisasi, swiss",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43,67",323,"21,92","24,14","5,77","4,50",-,-,723,"0,60",28,526,284,1.552,"3,55","0,030","0,010","16,1",-,"0,014","0,400","0,104","0,500","0,035",6,-,"2,30","Makanan keju, proses pasteurisasi, swiss",856,237,233,-,-,-,-,-,-,-,-,-,"15,487","6,801","0,600","82,00",USDA
48,1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Penyebaran keju, proses pasteurisasi, Amerika",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"47,65",290,"16,41","21,23","5,98","8,73",-,"7,32",562,"0,33",29,875,242,1.625,"2,59","0,033","0,020","11,3",-,"0,048","0,431","0,131","0,686","0,117",7,36,"0,40","Penyebaran keju, proses pasteurisasi, Amerika",653,173,168,-,55,-,-,-,"0,19","0,4",16,"1,8","13,327","6,219","0,624","55,00",USDA
49,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krim, cairan, setengah dan setengah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"81,24",123,"3,13","10,39","0,51","4,73",-,"4,13",107,"0,05",10,95,132,61,"0,39","0,009","0,005","3,2","0,9","0,030","0,194","0,109","0,539","0,050",3,19,"0,19","Krim, cairan, setengah dan setengah",354,97,95,-,22,-,-,-,"0,25",-,2,"1,3","7,032","3,320","0,554","35,00",USDA
50,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krim, cairan, cahaya (krim kopi atau krim meja)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"74,51",191,"2,96","19,10","0,61","2,82",-,"3,67",91,"0,05",9,92,136,72,"0,32","0,012","0,005","4,6","0,8","0,023","0,190","0,090","0,440","0,044",2,17,"0,14","Krim, cairan, cahaya (krim kopi atau krim meja)",656,181,178,-,37,-,-,-,"0,12","1,1",44,"1,7","10,176","4,525","0,789","59,00",USDA
51,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krim, cairan, cambuk ringan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"63,50",292,"2,17","30,91","0,46","2,96",-,"2,96",69,"0,03",7,61,97,34,"0,25","0,007","0,001","0,5","0,6","0,024","0,125","0,042","0,259","0,028",4,17,"0,20","Krim, cairan, cambuk ringan",1.013,279,274,-,60,-,-,-,"0,88","0,6",23,"2,7","19,337","9,093","0,884","111,00",USDA
52,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Krim, cairan, cambuk berat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
