name,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat Total,Gula Total,Kalsium (Ca),Besi (Fe),Magnesium (Mg),Fosfor (P),Kalium (K),Natrium (Na),Seng (Zn),Tembaga (Cu),Mangan (Mn),Selenium (Se),Vitamin C,Tiamina (B1),Riboflavin (B2),Niasin,Pantotenat (B5),Vitamin B6,Folat Total (B9),Kolina,Vitamin B12,Vitamin A IU,Vitamin A RAE,Retinol,a-karoten,b-karoten,b-kriptosantin,Likopen,Zeaksantin + Lutein,Vitamin E,Vitamin D,Vitamin D IU,Vitamin K,Lemak Jenuh,Lemak Tunggal,Lemak Ganda,Kolesterol
Ayam Penyet,"679,86","2586,27","96,33",172,"219,12","230,95","58,1","14,84","1779,48","42,35","842,45","1780,99","2245,73","460,99","12,49","2,53","36,63","109,51","217,29","0,91","2,05","13,88","1,88","5,07","226,32","214,24","0,81","708,78","128,67","23,12","-0,54","59,63","-0,51","-0,02","147,46","16,27","0,08","2,64","22,44","61,56","66,51","32,31","97,03"
Ayam Penyet,"679,88","2585,02","96,93","171,96","220,89","231,19","59,29","15,19",1778,"41,48","843,77","1780,88","2245,69","461,39","12,85","3,79","37,27","109,78","218,57","1,04","0,54","12,45","2,92","4,37","225,49","214,62","1,02","709,22","128,34","22,94","-0,21","58,86","0,59","0,11","147,55","17,15","0,86","3,26","22,95","61,37","65,63","33,1","98,37"
Ayam Penyet,"680,45","2586,18","97,11","172,6","220,16","231,65","58,77","13,29","1779,58","40,74","843,75","1779,96","2246,39","460,87","12,69","3,06","36,46","110,36","217,27","2,17","2,19","12,35","2,17","5,02","225,44","213,51","0,45","708,4","128,72","23,09","0,33","58,21","0,28","0,83","147,63","17,59","-0,83","2,07","22,45","61,61","65,63","32,29","98,49"
Ayam Penyet,"681,21","2586,99","95,76","171,89","220,66","232,09","57,56","15,09","1779,15","41,47","843,84","1780,88","2246,17","460,82","13,67","2,87","37,21","108,79","219,1","0,24","0,45","12,86","2,28","5,18","225,71","213,42","0,83","707,58","127,79","23,96","0,21","58,55","0,89","0,55","148,49","17,25","-0,73","2,23","22,64","61,48","64,82","32,46","98,6"
Ayam Penyet,"679,63","2586,42","95,41","172,02","220,89","231,59","58,96","13,29",1779,"41,71","843,17","1779,78","2246,53","461,11","12,44","3,58","37,25","109,42","218,55","1,62","2,3","13,97","2,78","5,39","225,28","213,47","0,65","709,36","127,45","22,21","-0,82","59,67","-0,28","0,45","147,38","17,16","-0,77","2,5","23,68","62,05","66,13","32,04","98,71"
Ayam Penyet,"679,73","2586,31","96,62","173,42","219,71","231,3","58,35","14,46","1778,86","41,64","843,91","1779,59","2245,48","459,9","13,42","4,07","36,83","109,35","217,74","0,83","1,66","12,77","2,04","5,35","225,73","213,74","1,58","709,31","128,27","22,94","0,14","59,54","-0,69","0,18","147,01","17,55","-0,33","3,87","23,19","62,36","64,81","32,51","97,57"
Ayam Penyet,"679,94","2585,29","96,6","172,39","219,79","230,92","58,87","13,33","1778,1","41,9","842,47","1779,62","2245,03","460,83","12,82","4,13","37,24","110,2","217,74","1,2","1,75","12,81","2,29","3,7","226,02","213,6","0,14","708,75","127,78","23,28","0,21","59,53","-0,02","-0,35","148,65","15,97","-0,59","2,64","23,34","62,75","66,08","33,13","98,63"
Ayam Penyet,"680,94","2586,79","96,9","172,91","219,95","232,25","58,44","13,43","1778,65","41,98","842,54","1780,1","2245,85","461,11","13,83","3,79","37,71","108,8","218,01","0,45","0,56","12,6","2,98","4,7","226,31","214,32","0,74","708,54","127,36","23,85","0,64","59,5","-0,66",0,"148,62","15,63","-0,82","3,72","23,21","62,69","66,18","32,65","98,86"
Ayam Penyet,"679,43","2585,49","96,41","172,17","219,93","232,29","59,11","14,66","1779,39","41,35","843,71","1779,77","2246,61","459,91","14,14","3,57","37,35","109,98","217,49","0,72","1,88","12,57","1,66","4,15","226,37","214,47","0,18","707,85","128,88","23,32","-0,92","58,47","-0,52","0,48","148,89","16,3","-0,79","3,05","22,9","61,24","65,35","32,39","98,84"
Egg Chicken Roll,"494,98",2667,"42,11","220,92","205,73","136,26","8,4","10,69",450,"15,59",108,704,1298,"473,516","4,93","0,817","3,186","81,8","49,1","1,298","1,542","9,023","4,533","1,979",366,"640,5","1,78","1107,373",1238,320,"3,477","14,285",18,1,"1282,9","21,12",4,164,"84,4","70,045","84,118","55,733",744
Egg Chicken Roll,"494,68","2667,87","43,02","219,95","206,65","135,93","7,61","11,66","450,72","15,43","107,24","703,82","1298,73","472,64","4,93","1,8","3,04","82,75","48,43","1,13","2,13","8,17","3,81","1,83","366,04","640,07","1,77","1107,91","1238,01","320,74","4,35","14,03","18,26","1,64","1282,72","21,03","4,41","164,3","85,36","69,23","84,57","55,99","743,09"
Egg Chicken Roll,"494,81","2666,87","41,25","220,62","206,02","135,71","7,48","10,01","450,63","15,81","107,13","703,49","1297,11",473,"4,28","0,27","3,78","80,83","49,76","1,41","0,66","8,79","5,26","1,18","365,4","640,55","2,25","1106,82","1237,74","319,36","4,38","15,27","18,23","1,33","1282,31","20,54","3,69","163,82","83,65","70,89","84,75","56,35","744,21"
Egg Chicken Roll,"494,08","2666,29","41,18","221,58","205,14","136,26","8,49","10,11","449,7","16,08","108,37","704,89","1297,32","473,28","5,59","1,09","3,74","80,89","48,73","1,69","1,29","8,1","3,6","2,51","365,87","639,71","1,48","1107,31","1237,35","319,97","3,64","14,2","18,06","0,18","1282,08","21,57","4,01","163,16","85,3","69,54","83,33","56,57","743,35"
Egg Chicken Roll,"495,71","2666,03","41,56","219,97","204,97","136,82","7,84","11,3","449,47","15,8","108,88","703,48","1297,73","473,24","5,73","1,43","3,77","82,21","49,64","1,86","1,41","8,22","4,56","2,8","366,6","640,53","1,46","1107,81","1238,26","320,68","3,08","14,2","17,58","0,32","1282,19","21,27","3,25","163,49","84,12","69,56","84,34","55,81","743,49"
Egg Chicken Roll,"495,18","2666,89","42,81","219,94","206,15","137,23","7,52","10,47","450,85","15,44","108,66","703,92","1297,75","474,35","5,19","1,44","3,45","81,31","49,54","0,74","1,61","8,67","4,06","2,32","366,9","641,09","2,78","1106,72","1238,59","319,84","2,81","13,73","18,34","0,36","1282,68","21,87","3,66","163,27","84,19","70,38","84,19","55,7","744,24"
Egg Chicken Roll,"494,1","2666,28","42,65","221,7","204,82","136,68","8,28","10,12","449,2","16,39","108,6","704,71","1298,48",474,"4,8","0,77","2,57","81,42","49,98","1,07","1,78","9,43","3,89","2,18","365,13","641,25","2,43","1106,55","1238,21","319,1","2,6","13,85","17,26","0,06","1283,45","21,88","3,43","164,58","84,68","70,33","84,64","55,8","744,72"
Egg Chicken Roll,"495,28","2667,33","41,65","221,15","204,97","135,51","9,15","10,06","450,02","15,98","108,85","704,38","1298,11","474,4","3,96","1,55","2,6","82,4","48,41","1,71","1,25","8,27","5,23","2,32","365,78","640,85","1,36","1108,15","1237,46","319,29","3,94","14,64","18,81","1,46","1282,55","20,62","4,17","164,14","83,41","69,49","85,03","55,8","744,68"
Egg Chicken Roll,"494,41","2667,27","41,4","221,76","206,36","137,07","8,99","9,99","449,77","16,39","108,46","703,74","1297,66","474,24","5,41","0,64","2,82","81,04","48,17","0,71","0,7","10,02","3,54","1,79","365,7","640,47","1,77","1107,67","1237,49","320,08","4,18","14,96","17,09","0,54","1283,77","20,2","4,63","163,3","83,95","70,7","84,57","56,34","744,07"
Egg Chicken Roll,"495,23","2667,06","42,25","220,43","205,89","136,86",9,"11,3","449,53","16,05","107,58","704,48","1298,96","473,14","4,28","1,67","2,25","82,42","48,56","1,04","2,02","9,77","4,11","1,38",367,"640,02","2,29","1107,41","1238,66","320,99","3,15","14,36","17,15","0,48","1283,05","20,92","4,32","164,97","83,79","69,84","84,8","56,63","744,26"
Ayam Saus Inggris,"575,85",2436,"47,97","123,35","123,01","324,82","44,2","132,03",861,"33,74",467,719,"1200,649","1093,491","8,1","2,518","48,142","93,1","76,1","0,507","0,997","21,268","3,853","2,824",116,"103,3","1,52",1936,289,232,12,680,25,"32,062",635,"18,76",0,0,"178,2","57,727","44,418","14,813",90
Ayam Saus Inggris,"576,23","2436,79","47,26","123,56","123,66","325,35","44,06","132,56","860,53","33,4","467,36","718,21","1201,46","1094,48","8,63","1,88","47,61","92,42","75,31","1,1","0,73","21,64","3,77","3,56","116,15","102,36","1,01","1936,73","289,24","232,98","11,11","680,99","25,67","31,47","634,05","18,47","0,65","-0,06","178,54","58,28","44,44","14,61","89,04"
Ayam Saus Inggris,"574,92","2435,6","48,39","122,52","123,05","324,92","44,97","132,64","861,93","34,48","467,4","719,63","1201,37","1093,56","8,66","1,73","47,61","92,56","75,98","0,25","0,61","22,17","3,6","3,75","115,71","102,58","1,81","1936,35","289,14","231,84","11,77","679,1","25,23","32,59","635,6","18,62","0,16","-0,16","179,12","57,18","44,75","14,72","90,79"
Ayam Saus Inggris,"575,58","2435,47","47,97","123,41","123,87","325,16","44,05","132,17","861,05","34,31","467,92","719,2","1200,85","1093,51","8,54","2,13","47,55","93,91","75,45","0,09","0,63","20,99","4,37","2,68","115,29","103,91","1,16","1936,27","289,76","231,35","12,74","679,33","25,76","32,47","634,93","17,82","0,11","0,57","177,62",57,"44,5",15,"89,5"
Ayam Saus Inggris,"575,89","2436,8","47,9","123,58","123,51","325,17","44,67",132,"860,12","33,93","466,59","718,71","1201,47","1092,92","7,11","2,06","47,84","94,1","76,13","0,55","0,09","20,76","2,99","3,02","116,52","102,55","1,84","1936,97","289,04","231,02","12,67","679,16","25,19","31,36","634,29","19,12","-0,35","-0,54","177,76","57,68","43,48","14,5","90,17"
Ayam Saus Inggris,"575,8","2435,83","48,39","124,16","123,4","325,51","43,97","132,87","860,22","34,52","467,32","719,25","1200,73","1093,21","8,38","2,19","48,8","92,53","76,35","1,39","0,89",21,"4,34","3,27","116,8","103,51","1,35","1935,74","289,09","231,19","11,74","680,4","24,69","32,07","634,59",19,"-0,48","-0,21","177,86","56,86","43,66","14,07","89,79"
Ayam Saus Inggris,"576,67","2436,76","47,79","123,34","123,76","324,4","45,04","131,96","860,19","33,34","466,39","718,99","1200,22","1093,56","8,46","1,75","48,78","93,12","77,05","0,09","0,88","20,83","2,89","3,27","115,79","104,02","1,16","1935,49","288,39","231,47","12,25","680,6","24,32","31,26","635,36","18,11","0,25","-0,53","179,06","57,75","43,86","15,62","90,32"
Ayam Saus Inggris,"574,88","2436,87","48,05","124,03","123,39","325,43","44,82","131,59","861,18","33,03","466,56","719,59","1200,39","1093,57","7,4","1,96","47,97","92,74","76,11","0,61","0,82","22,19","4,25","3,65","116,71","103,44","1,83","1936,57","288,49","232,97","11,08","680,12","24,95","31,89","634,92","19,41","0,15","-0,42","177,78","57,77","44,77","14,9","89,79"
Ayam Saus Inggris,"574,96","2436,65","47,22","122,66","122,52","325,72","44,47","132,94","860,4","33,92","467,99","719,39","1200,38","1092,71","8,54","3,33","48,75","92,39","76,81","-0,37","0,02","20,45","3,7","1,88","116,31","103,62","0,76","1936,56","289,91","232,05","11,4","679,4","24,16","33,04","635,92","19,03","0,36","-0,51","179,03","57,02","44,83","14,31","89,33"
Ayam Saus Inggris,"575,43","2435,72","47,89","123,58","123,5","325,13","43,41","131,58","860,62","33,61","467,7","718,57","1201,06","1092,57","7,74","3,08","47,19","93,19","75,9","0,11","1,99","22,21",3,"3,21","116,28","103,02","1,48","1936,53",289,"231,19","12,12","680,31","25,55",33,"635,46","18,62","-0,43","0,51","177,36","57,05","43,76","14,9","89,32"
Ayam Geprek Keju,"457,26",3290,"144,05","153,19","332,7","402,48","93,2","15,86","2201,14","58,87",961,2489,"1428,534","1595,274","19,84","4,96","40,708","184,5","188,6","2,164","4,507","30,463","9,078","6,461",528,"618,3","2,56","2582,939",589,438,41,"631,152",63,40,"1463,428","29,68","2,8",112,"341,1","71,302","52,045","20,241",501
Ayam Geprek Keju,"456,67","3290,33","144,09","152,87","333,69","403,09","93,05","15,43","2202,09","58,95","960,87","2489,4","1428,88","1594,76","19,67","5,79","41,12","184,07","189,57",2,"4,3","29,51","8,99","5,64","527,61","618,74","2,54","2582,14","588,34","437,95","41,44","631,96","62,35","39,17","1462,46","29,54","1,87","112,48","341,31","71,64","52,96","19,88","500,35"
Ayam Geprek Keju,"456,39","3290,03","144,98","152,77","332,39","403,14","92,75","15,63","2201,42","59,68","960,65","2488,86","1429,03","1594,87","18,87","4,29","39,98","183,63","188,36","2,98","5,06","30,21","8,55","7,29",527,"618,52","2,63","2582,17","589,24","438,38","41,92","630,15","63,13","40,13","1464,11","29,13","3,11","112,34","340,41","70,79","51,83","19,76","500,73"
Ayam Geprek Keju,"457,52","3290,39","143,74","152,57","331,72","402,77","92,44","16,38","2200,25","58,56","961,68","2489,42","1427,63","1594,63","19,75","5,68","41,47","183,66","188,98","1,85","3,96","29,64","9,33","7,34","527,37","619,12","2,32","2582,07","589,57","437,13","41,2","630,23","62,2","40,44","1464,2","28,78","3,14","112,95","341,14","71,68","51,4","21,23","500,22"
Ayam Geprek Keju,"456,34","3290,51","144,23","153,64","333,57","402,5","92,63","15,24","2201,09","59,82","960,97","2489,85","1428,37","1595,25","20,13","4,3","41,2","184,61","187,68","2,42","5,17","31,02","9,51","5,9","528,64","618,02","2,24","2582,46","589,1","437,01","41,79","631,93","63,42","39,96","1463,83","29,8","2,16","112,13","340,48","71,31","52,79","20,17","501,36"
Ayam Geprek Keju,"456,52","3290,52",144,"152,94","333,47","403,01","92,82","16,79","2200,51","58,25","960,31","2488,92","1427,94","1595,34","19,15","4,04","39,88","185,08","188,23","2,44","5,02","29,69","8,98","6,56","527,08","617,62","2,4","2582,23","589,61","438,57","41,84","631,87","63,5","40,64","1463,04","29,45","2,33","112,69","340,72","70,55","52,1","20,24","500,7"
Ayam Geprek Keju,"457,86","3290,76","143,47","153,35","332,78","402,24","93,89","14,89","2201,66","58,99","961,72","2488,3","1429,51","1595,36","19,04","4,69","40,75","184,2","188,04","2,78","4,93","30,22","9,95","7,41","527,97","617,66","3,01","2581,97","589,84","438,16","40,71","630,17","63,61","39,15","1463,69","29,46","3,43","112,03","342,03","71,76","51,31","20,65","500,17"
Ayam Geprek Keju,"457,06","3290,13","143,51","152,64","333,01","402,34","93,33","16,15","2200,21","58,49","961,31","2489,57","1427,6","1595,99","20,15","4,18","40,41","185,08","187,9","1,84","4,21","29,71","8,42","5,49","527,69","617,45","3,22","2583,62","588,64","438,03","41,28","630,84","62,45","40,43","1464,41","30,62","1,94","111,03","341,41","71,43","52,96","20,23","501,08"
Ayam Geprek Keju,"457,21","3289,8","143,35","153,97","332,4","401,93","93,44","15,75","2200,77","58,06","960,01","2489,9","1428,93","1594,8","18,98","5,15","39,9","184,39","189,48","3,08","4,26","29,64","9,28","5,84","528,75","618,06","3,56","2583,87","589,75","437,43","40,97","630,8","62,03","39,74","1462,51","30,25","1,95","111,29","340,67","70,35","52,95","21,19","501,71"
Ayam Geprek Keju,"458,09","3289,61","143,92","154,17","332,89","403,04","93,84","16,45","2201,52","58,79","961,35","2488,66","1429,18","1595,27","19,2","4,31","40,4","185,32","188,08","1,29","4,53","29,76","9,89","6,03","527,99","618,44","3,52","2583,66","588,77","437,21","41,63","630,95","62,43","40,01","1463,11","30,62","2,51","111,42","341,6","71,12","51,08","20,39","500,48"
Omelet Mie,"446,46",2833,"52,12","232,88","110,93","151,77",33,"9,91",638,"22,6",203,857,1236,"1964,758","7,54","1,634","7,067","73,5","72,5","0,436","0,924","5,136","3,056","2,105",156,"414,3","3,11","691,238",1093,957,11,629,20,15,"562,9","27,67","2,6",107,"152,5","83,929","97,32","38,138",484
Omelet Mie,"446,71","2832,56","51,21","233,73","110,85","150,88","32,89","10,4",637,"22,82","203,42","856,27","1236,99","1963,79","7,2","1,47","6,89","73,86","71,9","0,01","1,45","4,88","2,88","2,26","156,02","413,8","2,68","691,45","1093,35","956,96","11,99","629,99","19,17","14,03","563,81","27,88","2,08","106,12","152,62","84,6","96,33","37,18","484,04"
Omelet Mie,"447,02","2832,63","51,31","233,63","111,85","151,44","32,3","10,18","638,49","22,87","202,5",856,"1235,07","1964,86","7,91","2,6","6,6","74,39","71,64","0,07","1,21","5,83","3,53","2,6","155,27","414,26","3,39","691,43","1092,73","956,79","10,89","629,95","20,6","15,85","562,86","27,87","1,67","106,55","152,74","84,09","97,71","37,87","484,36"
Omelet Mie,"445,7","2832,28","51,18","232,59","109,94","150,96","32,5","10,58","637,22","23,54","203,23","857,62","1236,11","1965,22","7,21","2,01","7,74","73,15","72,85","0,67","-0,07","4,34","2,15","2,95","155,75","413,54",4,"690,86","1092,58","957,85","10,29","628,9","19,93","15,29","563,62","27,18","2,84","106,34","153,09","84,52","98,16","38,49","483,97"
Omelet Mie,"446,6","2832,04","52,05","232,41","110,5","152,12","33,55","8,93","638,47","22,18","203,09","857,11","1235,48","1964,51","7,14","1,2","7,56","74,21","72,77","-0,04","1,2","5,75","2,33","1,43","156,37","415,17","3,79","691,76","1093,38","956,58","11,42","629,58","20,79","15,26","562,71","26,87","3,12","107,93","152,52","83,52","97,05","38,48","484,98"
Omelet Mie,"446,25","2832,73","51,31","233,52","110,47","151,32","33,21","10,02","637,38","22,42","203,86","857,08","1235,37","1964,88","7,02","1,6","7,11","73,26","73,08",1,"1,28","4,9","3,19","3,08","156,38","414,08","2,28","690,74","1093,91","956,6","10,06","628,72","19,02","14,59","562,05","27,54","3,25","107,7","153,35","84,46","97,68","38,74","483,72"
Omelet Mie,"446,03","2833,1","52,09","232,26","111,66","151,62","32,83","9,13","638,81","23,49","203,24","857,47","1235,58","1965,11","6,8","2,54","6,51","73,04","72,45","0,38","1,71","5,93","3,01","2,09","156,63","414,46","3,05","690,74","1092,74","956,26","10,3","629,04","19,61","15,4","563,1","27,73","1,6","107,72","153,33","83,52","98,23","37,75","483,81"
Omelet Mie,"447,23","2833,89","51,29","233,49","111,48","151,98",33,"10,19","637,71","22,9","203,56","857,35","1235,27","1964,49","6,64","2,18","6,27","73,16","72,88","0,68","0,87","5,33","2,94","1,87","156,04","414,78","3,29","691,69","1092,36","957,73","10,31","628,03","20,4","14,49","562,51","28,31","2,77","106,57","153,43","83,93","97,67","38,96","483,06"
Omelet Mie,"447,36","2832,94","51,57","233,01","110,81","152,01","33,29","9,82","637,79","22,84","202,38","857,33","1235,28","1964,59","7,45","2,38","7,54","73,37","71,53","-0,46","1,07","5,5","3,36","1,91","155,95","413,74","2,38","690,69","1092,36","956,31","11,36","628,58","19,63","15,76","562,31","27,45","1,84","106,34","151,67","83,31","96,89","39,05","484,18"
Omelet Mie,"446,93","2833,35","52,03","232,86","111,51","151,35","33,2","9,91","637,26","22,35","203,33","856,26","1235,16","1964,6","6,65","0,98","6,97","73,88","73,34","1,05","1,04","4,87","3,91","1,81","156,33","414,17","3,76","691,42","1092,3","957,97","11,78",629,"20,42","14,73","562,66","27,68","2,68","107,36","151,85","83,87","96,46","37,69","484,69"
Ayam Gepuk,"571,8",3075,"91,55","80,75","275,14","581,25","94,7","260,57",2548,"101,55",1102,1706,"2443,311","568,391","19,08","3,024","74,402","163,3","229,1","1,06","2,161","26,968","2,443","5,908",434,311,"1,72","1457,185",599,261,0,29,0,0,140,"4,71","4,1",163,30,"21,326","32,863","18,172",115
